,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,0.03434195645092937,0.033501213646453414,0.03293656103674481,0.03217813161970092,0.03178685860691615,0.03131020803924273,0.0308453144222577,0.029797135545735126,0.02885017405925847,0.028642191462225908,0.027505706255758405,0.026718039704927598,0.026477604598671954,0.024629114014115824,0.023872695963665362,0.023186295525053715,0.023131423697576856,0.02142375229838532,0.019971735215904927,0.019123787618992593,0.01873911285407362,0.01801317888964657,0.01726658694570401,0.01622445143739956,0.015717657779836518,0.01462071982142079,0.013286509862968173,0.01305416786485003,0.012218007592791487,0.011927247696486355,0.011756519211396227,0.01091944486073144,0.010051795486392272,0.009945929078899645,0.009673240691250206,0.00941388224218447,0.008615432561847363,0.008436026471306476,0.008214185400118373,0.008052522724011512,0.007638309370258835
