,0,1,2,3,4,5,6,7,8,9,10
0,7.499954779043424,14.99978182717131,22.498179585454213,29.99587940015719,37.48737718080035,44.97266303243617,52.42748275940381,59.87350153034042,67.23646199385186,74.47958117140317,81.68502541351424
