,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0,0.024500592441805736,0.024091280273199785,0.02405041531143578,0.02380149819902047,0.02341644329686304,0.023232479540797983,0.023138092277834105,0.022837034629869524,0.022638278589961928,0.022236831445007505,0.02189427972267269,0.02155171329282245,0.02109064950354944,0.020681322729837828,0.020376853443571794,0.020273478625195573,0.019493181809715474,0.019288446455178545,0.018798967968991408,0.018477183829776794,0.018067631578327643,0.017900652760698087,0.017403031155232437,0.017096282687807912,0.016586501901492218,0.0162176861545881,0.015744199638246307,0.015661121931820732,0.015299015187310493,0.014854260596756012,0.014090210864565153,0.013712807285246037,0.01317626405297522,0.012979873185283947,0.012744130636401393,0.012063242297127127,0.011590857222781768,0.011239218032960872,0.01120803385975949,0.010707971411302187,0.010344630911611932,0.010257599027411815,0.00995252260235842,0.009628984122011361,0.009490265631337409,0.0093155005433307,0.009024692215213953,0.00857156894264761
