,0,1,2,3,4,5,6,7,8,9,10,11
0,0.42815819268158223,0.1047733843200037,0.07645740292009923,0.04042007799076045,0.03213873328091695,0.028615832055203537,0.022901969739996034,0.019091034944033202,0.015473476044727713,0.015055957269543533,0.013691809484649223,0.012366570236335481
