,input_1,block1_conv1,block1_conv2,block1_pool,block2_conv1,block2_conv2,block2_pool,block3_conv1,block3_conv2,block3_conv3,block3_pool,block4_conv1,block4_conv2,block4_conv3,block4_pool,block5_conv1,block5_conv2,block5_conv3,block5_pool
33,,130.0,148.0,128.0,171.0,112.0,93.0,76.0,106.0,95.0,73.0,71,74,72,51,42,23,19,13
34,,142.0,92.0,94.0,129.0,150.0,117.0,117.0,166.0,147.0,114.0,89,86,64,45,43,34,22,15
35,,151.0,148.0,120.0,95.0,145.0,118.0,96.0,130.0,134.0,103.0,61,38,73,49,26,21,27,17
36,,16.0,124.0,101.0,165.0,139.0,120.0,33.0,138.0,135.0,97.0,89,86,33,24,38,34,25,17
37,,145.0,135.0,115.0,167.0,163.0,119.0,75.0,111.0,133.0,103.0,74,41,45,35,31,28,34,20
38,,126.0,30.0,25.0,141.0,110.0,95.0,128.0,145.0,80.0,67.0,65,74,77,49,21,32,19,12
39,,22.0,24.0,21.0,99.0,155.0,131.0,61.0,87.0,126.0,95.0,99,85,89,57,42,24,17,13
40,,66.0,146.0,127.0,109.0,136.0,117.0,109.0,89.0,98.0,63.0,69,52,127,75,18,29,24,14
41,,142.0,139.0,127.0,151.0,167.0,109.0,115.0,143.0,106.0,84.0,86,68,109,66,26,28,22,14
42,,144.0,19.0,17.0,161.0,132.0,108.0,116.0,89.0,151.0,115.0,27,67,86,55,27,21,32,18
43,,126.0,130.0,103.0,18.0,84.0,70.0,143.0,129.0,52.0,44.0,66,91,46,36,39,32,28,17
44,,139.0,146.0,127.0,158.0,149.0,121.0,83.0,132.0,91.0,71.0,49,48,72,49,50,20,25,16
45,,145.0,9.0,9.0,138.0,132.0,114.0,103.0,107.0,142.0,111.0,75,72,61,42,61,33,27,17
46,,108.0,129.0,114.0,154.0,46.0,35.0,91.0,137.0,128.0,98.0,93,75,45,35,32,33,27,16
47,,141.0,120.0,101.0,153.0,135.0,111.0,96.0,150.0,55.0,46.0,71,91,19,15,36,23,28,16
48,,140.0,128.0,110.0,166.0,95.0,77.0,118.0,121.0,130.0,102.0,44,91,64,45,35,15,31,18
49,,123.0,10.0,10.0,75.0,124.0,99.0,54.0,89.0,129.0,93.0,92,68,24,21,31,28,18,12
50,,11.0,123.0,101.0,57.0,98.0,76.0,95.0,134.0,154.0,124.0,76,68,88,55,45,38,23,14
51,,151.0,30.0,26.0,23.0,169.0,145.0,137.0,132.0,116.0,82.0,105,87,83,54,43,18,15,11
52,,36.0,9.0,9.0,120.0,143.0,122.0,83.0,108.0,128.0,99.0,110,55,57,43,45,29,25,15
53,,135.0,132.0,111.0,63.0,109.0,89.0,163.0,140.0,116.0,90.0,101,44,74,48,27,25,19,14
54,,140.0,14.0,13.0,106.0,165.0,133.0,126.0,107.0,120.0,92.0,38,83,89,53,48,42,30,18
55,,120.0,136.0,109.0,170.0,131.0,100.0,119.0,87.0,92.0,72.0,103,95,75,46,51,47,24,15
56,,148.0,133.0,110.0,114.0,82.0,72.0,83.0,140.0,134.0,109.0,100,83,53,41,53,27,22,13
57,,142.0,132.0,101.0,94.0,59.0,53.0,105.0,148.0,157.0,119.0,72,52,85,52,37,17,18,12
58,,152.0,144.0,126.0,132.0,144.0,122.0,87.0,112.0,110.0,76.0,65,82,68,45,36,30,27,16
59,,12.0,145.0,106.0,114.0,149.0,120.0,135.0,104.0,102.0,77.0,79,104,81,54,23,31,25,16
60,,151.0,11.0,11.0,93.0,146.0,115.0,101.0,96.0,63.0,55.0,48,65,49,37,27,27,22,15
61,,23.0,14.0,15.0,151.0,172.0,147.0,101.0,55.0,48.0,37.0,55,77,50,37,37,29,20,14
62,,146.0,131.0,104.0,143.0,122.0,101.0,59.0,76.0,101.0,75.0,74,85,100,63,47,31,25,17
63,,156.0,112.0,93.0,170.0,110.0,90.0,121.0,103.0,132.0,96.0,118,89,48,37,30,34,26,19
64,,,,,165.0,157.0,119.0,50.0,138.0,92.0,66.0,43,39,56,40,39,30,11,10
65,,,,,107.0,87.0,70.0,113.0,94.0,94.0,68.0,29,60,67,47,40,30,22,14
66,,,,,169.0,148.0,129.0,134.0,93.0,128.0,100.0,114,38,64,38,30,34,26,17
67,,,,,117.0,156.0,133.0,47.0,116.0,104.0,86.0,37,29,51,37,26,30,18,13
68,,,,,128.0,113.0,93.0,95.0,154.0,79.0,63.0,75,75,75,51,30,38,25,16
69,,,,,8.0,145.0,120.0,93.0,47.0,132.0,105.0,80,50,103,64,13,30,28,17
70,,,,,107.0,180.0,150.0,144.0,154.0,95.0,76.0,46,74,94,59,46,39,23,15
71,,,,,92.0,128.0,107.0,121.0,134.0,77.0,60.0,96,82,67,45,35,32,23,15
72,,,,,91.0,138.0,120.0,111.0,107.0,37.0,31.0,33,48,46,33,30,27,28,17
73,,,,,167.0,113.0,88.0,156.0,126.0,56.0,47.0,74,50,108,68,22,26,21,14
74,,,,,89.0,139.0,113.0,155.0,146.0,128.0,100.0,28,41,54,39,45,31,18,11
75,,,,,106.0,127.0,111.0,124.0,76.0,108.0,78.0,80,66,53,39,61,30,25,17
76,,,,,134.0,39.0,35.0,70.0,93.0,146.0,112.0,40,67,79,54,25,22,23,15
77,,,,,51.0,122.0,104.0,103.0,155.0,118.0,92.0,29,67,48,35,45,37,23,15
78,,,,,175.0,120.0,106.0,121.0,120.0,110.0,80.0,94,72,86,55,47,32,17,12
79,,,,,166.0,112.0,90.0,116.0,77.0,93.0,77.0,96,84,40,23,32,42,17,12
80,,,,,100.0,143.0,109.0,139.0,134.0,148.0,116.0,83,104,55,42,40,33,18,12
81,,,,,129.0,101.0,56.0,127.0,134.0,79.0,64.0,51,91,84,52,51,27,23,15
82,,,,,161.0,106.0,90.0,60.0,100.0,120.0,88.0,82,93,92,56,36,35,31,18
83,,,,,151.0,160.0,119.0,75.0,106.0,112.0,87.0,43,47,67,47,27,27,21,14
84,,,,,116.0,173.0,145.0,144.0,99.0,138.0,111.0,91,60,53,39,32,12,17,12
85,,,,,132.0,26.0,30.0,119.0,71.0,64.0,50.0,98,75,101,60,42,28,31,18
86,,,,,116.0,114.0,88.0,125.0,157.0,100.0,65.0,38,83,55,40,30,17,23,15
87,,,,,110.0,174.0,149.0,82.0,142.0,55.0,52.0,95,48,45,35,40,26,20,14
88,,,,,134.0,151.0,86.0,100.0,94.0,122.0,95.0,39,75,109,69,39,30,21,13
89,,,,,82.0,163.0,135.0,127.0,104.0,21.0,23.0,57,87,77,51,39,34,26,16
90,,,,,138.0,134.0,115.0,116.0,111.0,145.0,115.0,87,77,69,49,48,37,25,15
91,,,,,83.0,158.0,133.0,123.0,132.0,104.0,83.0,78,72,71,50,38,33,22,15
92,,,,,79.0,177.0,146.0,98.0,120.0,108.0,85.0,72,48,58,42,44,31,26,16
93,,,,,164.0,142.0,117.0,73.0,117.0,118.0,90.0,26,50,67,48,38,41,27,15
94,,,,,108.0,122.0,105.0,72.0,124.0,126.0,102.0,30,22,55,42,42,35,22,15
95,,,,,96.0,158.0,132.0,88.0,118.0,97.0,78.0,37,64,83,55,27,33,29,16
96,,,,,144.0,157.0,125.0,78.0,103.0,95.0,75.0,44,45,97,55,28,38,15,11
97,,,,,117.0,119.0,87.0,128.0,175.0,73.0,64.0,63,76,54,39,38,19,24,16
98,,,,,120.0,179.0,137.0,101.0,127.0,97.0,73.0,66,44,69,48,54,21,26,15
99,,,,,173.0,132.0,109.0,111.0,109.0,116.0,85.0,79,82,67,47,47,28,21,14
100,,,,,113.0,40.0,32.0,75.0,126.0,138.0,106.0,66,81,37,23,25,26,19,14
101,,,,,160.0,148.0,120.0,116.0,151.0,103.0,83.0,51,86,101,61,54,27,37,20
102,,,,,110.0,99.0,87.0,125.0,117.0,84.0,59.0,35,88,90,55,39,22,24,15
103,,,,,164.0,161.0,141.0,124.0,97.0,54.0,45.0,98,85,60,44,22,36,11,8
104,,,,,98.0,148.0,129.0,64.0,50.0,114.0,94.0,42,59,81,56,31,24,14,11
105,,,,,101.0,163.0,139.0,115.0,75.0,144.0,111.0,58,73,62,44,36,32,17,12
106,,,,,134.0,97.0,80.0,105.0,108.0,122.0,99.0,19,45,87,58,31,32,22,14
107,,,,,106.0,164.0,135.0,109.0,139.0,119.0,89.0,99,34,44,33,38,38,21,14
108,,,,,84.0,166.0,124.0,117.0,127.0,135.0,109.0,94,102,100,62,50,26,28,17
109,,,,,110.0,166.0,138.0,41.0,97.0,123.0,97.0,47,54,70,49,45,31,22,15
110,,,,,149.0,170.0,138.0,88.0,89.0,125.0,90.0,68,90,57,43,41,36,22,14
111,,,,,115.0,144.0,124.0,126.0,108.0,82.0,64.0,88,41,101,62,43,36,15,11
112,,,,,119.0,75.0,61.0,92.0,118.0,112.0,83.0,111,66,86,56,54,26,31,17
113,,,,,66.0,147.0,120.0,147.0,124.0,126.0,103.0,63,56,54,41,30,30,24,14
114,,,,,111.0,153.0,110.0,101.0,123.0,107.0,84.0,108,61,83,55,54,26,24,15
115,,,,,76.0,100.0,87.0,108.0,78.0,121.0,96.0,108,60,71,50,33,19,28,16
116,,,,,156.0,168.0,151.0,109.0,99.0,128.0,90.0,52,68,93,59,34,24,31,19
117,,,,,89.0,126.0,105.0,111.0,153.0,124.0,97.0,94,69,64,42,37,36,19,13
118,,,,,108.0,130.0,109.0,76.0,114.0,77.0,64.0,43,69,70,49,42,31,25,16
119,,,,,14.0,158.0,133.0,105.0,144.0,126.0,97.0,91,87,64,47,7,25,29,17
120,,,,,52.0,139.0,116.0,135.0,123.0,92.0,78.0,29,58,65,50,47,27,27,17
121,,,,,104.0,170.0,141.0,93.0,113.0,125.0,90.0,40,90,68,45,44,24,19,12
122,,,,,156.0,145.0,109.0,91.0,119.0,63.0,50.0,46,86,75,52,52,32,21,15
123,,,,,6.0,144.0,124.0,65.0,50.0,110.0,83.0,16,79,28,21,41,28,20,13
124,,,,,109.0,90.0,70.0,114.0,87.0,61.0,49.0,81,65,64,46,25,26,15,10
125,,,,,117.0,50.0,39.0,115.0,133.0,115.0,89.0,83,58,75,50,40,20,31,17
126,,,,,166.0,136.0,113.0,97.0,102.0,132.0,106.0,141,72,38,29,35,36,16,12
127,,,,,149.0,151.0,135.0,80.0,115.0,106.0,74.0,65,73,53,37,48,29,18,13
128,,,,,,,,89.0,81.0,47.0,43.0,49,60,69,45,40,28,18,13
129,,,,,,,,83.0,90.0,115.0,94.0,52,78,64,40,38,26,32,17
130,,,,,,,,139.0,79.0,141.0,105.0,88,46,70,46,37,27,16,12
131,,,,,,,,69.0,127.0,82.0,62.0,46,90,57,41,24,22,23,16
132,,,,,,,,52.0,128.0,127.0,96.0,96,75,88,58,45,33,23,15
133,,,,,,,,59.0,118.0,94.0,69.0,76,71,77,52,46,32,17,13
134,,,,,,,,98.0,91.0,92.0,74.0,64,57,86,56,30,21,23,15
135,,,,,,,,53.0,155.0,150.0,119.0,51,69,73,51,43,25,21,14
136,,,,,,,,143.0,77.0,76.0,67.0,85,77,84,56,37,29,31,19
137,,,,,,,,93.0,109.0,129.0,100.0,62,56,71,49,47,31,28,17
138,,,,,,,,133.0,111.0,100.0,81.0,101,58,70,48,19,26,27,17
139,,,,,,,,129.0,137.0,83.0,64.0,33,52,46,34,39,28,21,14
140,,,,,,,,127.0,83.0,126.0,98.0,58,70,89,52,45,32,24,17
141,,,,,,,,78.0,129.0,105.0,79.0,109,49,81,54,19,27,24,15
142,,,,,,,,114.0,108.0,71.0,57.0,91,55,90,59,43,36,25,15
143,,,,,,,,124.0,151.0,98.0,78.0,96,69,93,56,36,35,24,15
144,,,,,,,,122.0,142.0,82.0,66.0,47,93,88,59,41,34,25,15
145,,,,,,,,120.0,101.0,127.0,104.0,76,74,128,76,46,30,19,14
146,,,,,,,,118.0,103.0,120.0,86.0,32,33,51,35,36,32,20,13
147,,,,,,,,84.0,122.0,100.0,80.0,98,57,68,48,40,33,21,13
148,,,,,,,,133.0,107.0,57.0,47.0,87,94,75,46,36,31,23,14
149,,,,,,,,77.0,141.0,72.0,60.0,84,67,97,62,15,38,18,13
150,,,,,,,,59.0,149.0,125.0,89.0,75,89,76,51,33,30,9,8
151,,,,,,,,130.0,94.0,97.0,78.0,96,46,48,36,41,31,17,13
152,,,,,,,,32.0,134.0,134.0,108.0,96,39,62,45,32,33,19,13
153,,,,,,,,92.0,108.0,86.0,73.0,94,31,77,50,29,25,17,13
154,,,,,,,,86.0,104.0,128.0,99.0,88,67,86,54,44,34,27,17
155,,,,,,,,137.0,159.0,97.0,77.0,62,60,58,39,28,24,40,19
156,,,,,,,,119.0,134.0,91.0,76.0,64,104,69,50,43,49,17,12
157,,,,,,,,98.0,126.0,156.0,115.0,35,50,71,50,37,38,30,18
158,,,,,,,,100.0,129.0,104.0,73.0,70,97,91,58,52,30,20,13
159,,,,,,,,103.0,105.0,104.0,82.0,29,77,78,47,28,22,34,20
160,,,,,,,,133.0,143.0,40.0,38.0,71,91,17,16,41,39,22,15
161,,,,,,,,66.0,118.0,82.0,63.0,38,82,75,48,47,36,26,15
162,,,,,,,,58.0,67.0,123.0,98.0,100,70,88,56,40,39,32,18
163,,,,,,,,114.0,123.0,98.0,76.0,33,58,81,55,13,29,33,19
164,,,,,,,,115.0,123.0,102.0,79.0,57,62,58,44,34,38,24,15
165,,,,,,,,124.0,124.0,91.0,67.0,62,68,65,49,41,21,33,19
166,,,,,,,,124.0,106.0,63.0,56.0,78,89,89,55,30,22,16,12
167,,,,,,,,127.0,137.0,128.0,88.0,72,57,70,43,34,30,18,12
168,,,,,,,,53.0,96.0,176.0,132.0,40,55,62,45,52,35,20,13
169,,,,,,,,115.0,132.0,79.0,63.0,113,83,86,54,21,43,17,13
170,,,,,,,,49.0,87.0,118.0,92.0,86,72,61,46,43,30,17,12
171,,,,,,,,85.0,150.0,126.0,104.0,66,97,68,48,20,25,26,15
172,,,,,,,,77.0,125.0,139.0,110.0,79,70,99,64,36,35,23,13
173,,,,,,,,82.0,113.0,106.0,90.0,51,83,54,42,28,30,15,11
174,,,,,,,,76.0,140.0,135.0,93.0,88,53,67,46,38,27,19,14
175,,,,,,,,121.0,133.0,136.0,108.0,47,85,67,45,39,32,23,16
176,,,,,,,,74.0,97.0,101.0,73.0,24,42,25,22,50,28,29,18
177,,,,,,,,117.0,79.0,104.0,83.0,33,95,70,51,45,33,33,19
178,,,,,,,,98.0,141.0,36.0,27.0,52,77,106,65,29,35,16,11
179,,,,,,,,129.0,81.0,83.0,58.0,61,76,81,53,38,25,19,12
180,,,,,,,,98.0,45.0,148.0,117.0,85,27,56,40,44,24,27,16
181,,,,,,,,126.0,98.0,98.0,73.0,83,110,66,42,43,28,21,14
182,,,,,,,,113.0,136.0,101.0,79.0,68,70,76,52,37,25,31,20
183,,,,,,,,83.0,116.0,59.0,47.0,91,67,67,44,28,28,21,13
184,,,,,,,,17.0,115.0,140.0,108.0,84,87,76,49,40,35,27,17
185,,,,,,,,141.0,131.0,141.0,107.0,76,70,76,49,57,30,25,16
186,,,,,,,,100.0,144.0,125.0,95.0,67,97,63,45,56,26,17,12
187,,,,,,,,115.0,87.0,130.0,105.0,73,59,78,49,29,37,19,12
188,,,,,,,,98.0,160.0,113.0,80.0,112,76,68,45,42,37,22,14
189,,,,,,,,125.0,103.0,81.0,62.0,89,80,89,56,46,39,21,14
190,,,,,,,,116.0,137.0,156.0,121.0,99,82,94,59,48,26,23,16
191,,,,,,,,141.0,91.0,148.0,118.0,57,54,81,54,55,34,31,17
192,,,,,,,,87.0,136.0,94.0,71.0,78,66,97,60,37,21,31,19
193,,,,,,,,122.0,139.0,117.0,76.0,74,102,68,47,45,25,24,15
194,,,,,,,,67.0,125.0,108.0,87.0,86,51,88,57,39,32,20,13
195,,,,,,,,118.0,113.0,137.0,112.0,81,50,55,44,26,36,20,14
196,,,,,,,,130.0,172.0,134.0,110.0,58,91,64,44,49,29,20,14
197,,,,,,,,51.0,92.0,103.0,72.0,77,100,80,49,30,31,23,14
198,,,,,,,,110.0,146.0,115.0,88.0,61,51,61,46,25,38,17,13
199,,,,,,,,107.0,138.0,163.0,114.0,108,90,44,34,42,24,25,16
200,,,,,,,,132.0,120.0,115.0,83.0,35,94,72,52,27,34,26,16
201,,,,,,,,106.0,135.0,119.0,88.0,44,91,74,51,37,47,15,11
202,,,,,,,,82.0,103.0,88.0,70.0,38,71,105,66,56,34,22,15
203,,,,,,,,108.0,115.0,86.0,71.0,72,52,87,55,33,24,25,16
204,,,,,,,,99.0,132.0,154.0,119.0,48,59,61,39,48,34,21,13
205,,,,,,,,129.0,125.0,101.0,81.0,43,55,78,51,42,19,18,12
206,,,,,,,,144.0,129.0,77.0,63.0,88,68,94,60,37,43,30,18
207,,,,,,,,91.0,76.0,102.0,84.0,48,78,45,36,43,40,12,9
208,,,,,,,,124.0,138.0,99.0,82.0,108,88,132,77,36,32,28,18
209,,,,,,,,102.0,93.0,42.0,33.0,68,77,85,53,44,22,28,16
210,,,,,,,,130.0,107.0,133.0,93.0,93,80,51,34,39,36,28,16
211,,,,,,,,123.0,98.0,82.0,65.0,35,52,46,37,57,23,14,11
212,,,,,,,,119.0,102.0,121.0,93.0,56,62,84,54,35,22,18,12
213,,,,,,,,95.0,53.0,112.0,86.0,84,92,82,52,37,32,23,15
214,,,,,,,,122.0,121.0,65.0,51.0,51,83,58,41,45,26,19,13
215,,,,,,,,107.0,118.0,119.0,95.0,44,78,75,50,37,17,38,19
216,,,,,,,,113.0,107.0,127.0,97.0,68,53,97,61,24,33,18,13
217,,,,,,,,120.0,61.0,123.0,94.0,41,34,77,53,38,29,18,12
218,,,,,,,,75.0,117.0,103.0,85.0,12,79,53,35,40,34,23,14
219,,,,,,,,108.0,140.0,127.0,100.0,28,57,71,44,29,32,31,18
220,,,,,,,,106.0,106.0,74.0,62.0,80,89,77,47,44,33,23,17
221,,,,,,,,125.0,113.0,87.0,69.0,84,63,66,48,41,27,24,15
222,,,,,,,,89.0,109.0,116.0,90.0,85,55,91,58,39,21,29,17
223,,,,,,,,89.0,89.0,100.0,78.0,36,54,28,22,34,25,24,15
224,,,,,,,,144.0,129.0,136.0,103.0,86,86,39,29,34,39,25,17
225,,,,,,,,121.0,131.0,97.0,77.0,77,65,80,52,20,25,14,10
226,,,,,,,,80.0,83.0,122.0,97.0,72,73,93,60,41,35,20,12
227,,,,,,,,129.0,91.0,120.0,90.0,91,65,83,54,48,42,27,16
228,,,,,,,,125.0,85.0,71.0,56.0,37,78,104,65,27,40,29,17
229,,,,,,,,147.0,133.0,124.0,98.0,48,78,40,29,36,29,29,16
230,,,,,,,,147.0,140.0,41.0,37.0,35,56,76,48,48,31,18,12
231,,,,,,,,114.0,68.0,137.0,99.0,92,64,73,51,48,37,36,19
232,,,,,,,,142.0,125.0,134.0,104.0,95,52,74,50,35,17,27,17
233,,,,,,,,134.0,149.0,89.0,72.0,63,59,79,47,14,43,30,17
234,,,,,,,,143.0,121.0,82.0,70.0,41,54,82,54,45,23,20,13
235,,,,,,,,127.0,94.0,131.0,91.0,70,84,42,33,24,31,21,15
236,,,,,,,,82.0,136.0,86.0,71.0,78,74,102,64,39,34,23,15
237,,,,,,,,158.0,89.0,39.0,32.0,71,93,76,51,31,33,19,13
238,,,,,,,,110.0,90.0,130.0,99.0,61,61,69,46,36,30,25,17
239,,,,,,,,33.0,21.0,128.0,97.0,72,81,63,45,35,30,18,13
240,,,,,,,,160.0,142.0,125.0,100.0,99,90,75,49,44,17,29,18
241,,,,,,,,72.0,86.0,97.0,70.0,37,79,78,52,49,20,18,12
242,,,,,,,,138.0,131.0,113.0,80.0,38,61,81,52,53,31,23,15
243,,,,,,,,143.0,117.0,100.0,79.0,25,86,81,53,37,39,25,14
244,,,,,,,,141.0,117.0,141.0,106.0,70,51,81,55,40,28,20,13
245,,,,,,,,128.0,100.0,141.0,111.0,64,59,80,53,31,24,21,13
246,,,,,,,,95.0,142.0,84.0,65.0,60,51,75,50,29,24,16,11
247,,,,,,,,115.0,12.0,150.0,120.0,75,63,75,51,47,30,27,17
248,,,,,,,,145.0,91.0,109.0,90.0,46,81,57,41,16,29,23,14
249,,,,,,,,151.0,143.0,142.0,111.0,52,66,41,30,40,30,27,15
250,,,,,,,,141.0,126.0,123.0,96.0,84,79,82,54,24,13,18,13
251,,,,,,,,98.0,95.0,130.0,99.0,43,57,70,47,57,21,22,14
252,,,,,,,,129.0,120.0,104.0,79.0,88,44,66,48,37,35,17,12
253,,,,,,,,123.0,104.0,139.0,104.0,66,91,62,42,36,37,20,14
254,,,,,,,,95.0,138.0,51.0,45.0,71,43,72,48,41,38,15,12
255,,,,,,,,81.0,109.0,62.0,56.0,37,76,86,58,32,36,26,16
256,,,,,,,,,,,,80,90,68,43,37,31,31,18
257,,,,,,,,,,,,33,53,77,51,49,29,10,8
258,,,,,,,,,,,,96,53,99,63,39,31,20,14
259,,,,,,,,,,,,45,82,64,42,51,22,20,14
260,,,,,,,,,,,,93,82,49,38,28,43,16,11
261,,,,,,,,,,,,52,63,94,60,35,26,20,12
262,,,,,,,,,,,,91,71,72,45,48,20,20,15
263,,,,,,,,,,,,64,81,102,65,43,32,17,12
264,,,,,,,,,,,,29,60,65,44,53,33,24,15
265,,,,,,,,,,,,49,56,90,57,33,46,22,15
266,,,,,,,,,,,,39,69,94,62,46,28,26,16
267,,,,,,,,,,,,54,74,26,19,47,33,29,17
268,,,,,,,,,,,,91,59,63,37,47,30,14,13
269,,,,,,,,,,,,96,94,40,32,19,32,20,15
270,,,,,,,,,,,,82,84,17,14,29,31,21,13
271,,,,,,,,,,,,48,106,70,48,28,38,23,15
272,,,,,,,,,,,,64,98,75,48,41,22,26,15
273,,,,,,,,,,,,58,97,78,53,26,34,30,18
274,,,,,,,,,,,,52,90,72,49,36,37,15,12
275,,,,,,,,,,,,51,93,83,54,31,29,18,15
276,,,,,,,,,,,,71,84,47,37,26,24,11,8
277,,,,,,,,,,,,83,77,81,57,19,21,24,15
278,,,,,,,,,,,,32,81,54,39,25,30,14,11
279,,,,,,,,,,,,84,60,57,40,31,29,26,17
280,,,,,,,,,,,,70,98,64,41,42,26,25,16
281,,,,,,,,,,,,29,48,85,56,48,23,18,13
282,,,,,,,,,,,,87,78,70,50,37,37,11,9
283,,,,,,,,,,,,36,38,55,36,37,35,19,12
284,,,,,,,,,,,,80,52,78,52,34,23,26,16
285,,,,,,,,,,,,84,65,67,46,35,25,24,16
286,,,,,,,,,,,,77,87,73,45,25,22,17,12
287,,,,,,,,,,,,77,53,65,46,33,32,28,17
288,,,,,,,,,,,,83,89,66,42,37,36,19,12
289,,,,,,,,,,,,102,64,67,44,46,23,31,17
290,,,,,,,,,,,,97,81,49,35,45,33,23,14
291,,,,,,,,,,,,43,46,95,60,37,38,35,19
292,,,,,,,,,,,,54,76,88,53,50,42,25,16
293,,,,,,,,,,,,91,40,78,47,46,24,22,14
294,,,,,,,,,,,,53,21,82,52,42,28,27,15
295,,,,,,,,,,,,67,66,84,53,30,30,21,14
296,,,,,,,,,,,,37,86,42,29,42,25,9,6
297,,,,,,,,,,,,52,70,88,56,48,15,22,14
298,,,,,,,,,,,,42,74,92,58,40,33,15,12
299,,,,,,,,,,,,72,71,101,63,51,24,34,21
300,,,,,,,,,,,,23,52,61,44,29,39,20,14
301,,,,,,,,,,,,63,63,81,54,42,36,21,16
302,,,,,,,,,,,,62,58,62,43,27,27,22,14
303,,,,,,,,,,,,92,85,48,37,34,33,20,13
304,,,,,,,,,,,,49,80,47,37,41,23,33,18
305,,,,,,,,,,,,78,86,52,32,62,27,30,18
306,,,,,,,,,,,,71,73,73,48,58,27,23,15
307,,,,,,,,,,,,56,63,92,55,44,22,13,10
