,CFD-AF-200-N.jpg,CFD-AF-201-N.jpg,CFD-AF-202-N.jpg,CFD-AF-203-N.jpg,CFD-AF-204-N.jpg,CFD-AF-205-N.jpg,CFD-AF-206-N.jpg,CFD-AF-207-N.jpg,CFD-AF-208-N.jpg,CFD-AF-209-N.jpg,CFD-AF-210-N.jpg,CFD-AF-211-N.jpg,CFD-AF-212-N.jpg,CFD-AF-213-N.jpg,CFD-AF-214-N.jpg,CFD-AF-215-N.jpg,CFD-AF-216-N.jpg,CFD-AF-217-N.jpg,CFD-AF-218-N.jpg,CFD-AF-219-N.jpg,CFD-AF-220-N.jpg,CFD-AF-221-N.jpg,CFD-AF-222-N.jpg,CFD-AF-223-N.jpg,CFD-AF-224-N.jpg,CFD-AF-225-N.jpg,CFD-AF-226-N.jpg,CFD-AF-227-N.jpg,CFD-AF-228-N.jpg,CFD-AF-229-N.jpg,CFD-AF-230-N.jpg,CFD-AF-231-N.jpg,CFD-AF-232-N.jpg,CFD-AF-233-N.jpg,CFD-AF-234-N.jpg,CFD-AF-235-N.jpg,CFD-AF-236-N.jpg,CFD-AF-237-N.jpg,CFD-AF-238-N.jpg,CFD-AF-239-N.jpg,CFD-AF-240-N.jpg,CFD-AF-241-N.jpg,CFD-AF-242-N.jpg,CFD-AF-243-N.jpg,CFD-AF-244-N.jpg,CFD-AF-245-N.jpg,CFD-AF-246-N.jpg,CFD-AF-247-N.jpg,CFD-AF-248-N.jpg,CFD-AF-249-N.jpg,CFD-AF-250-N.jpg,CFD-AF-251-N.jpg,CFD-AF-252-N.jpg,CFD-AF-253-N.jpg,CFD-AF-254-N.jpg,CFD-AF-255-N.jpg,CFD-AF-256-N.jpg,CFD-AM-201-N.jpg,CFD-AM-202-N.jpg,CFD-AM-203-N.jpg,CFD-AM-204-N.jpg,CFD-AM-205-N.jpg,CFD-AM-206-N.jpg,CFD-AM-207-N.jpg,CFD-AM-208-N.jpg,CFD-AM-209-N.jpg,CFD-AM-210-N.jpg,CFD-AM-211-N.jpg,CFD-AM-212-N.jpg,CFD-AM-213-N.jpg,CFD-AM-214-N.jpg,CFD-AM-215-N.jpg,CFD-AM-216-N.jpg,CFD-AM-217-N.jpg,CFD-AM-218-N.jpg,CFD-AM-219-N.jpg,CFD-AM-220-N.jpg,CFD-AM-221-N.jpg,CFD-AM-223-N.jpg,CFD-AM-224-N.jpg,CFD-AM-225-N.jpg,CFD-AM-226-N.jpg,CFD-AM-227-N.jpg,CFD-AM-228-N.jpg,CFD-AM-229-N.jpg,CFD-AM-230-N.jpg,CFD-AM-231-N.jpg,CFD-AM-232-N.jpg,CFD-AM-233-N.jpg,CFD-AM-234-N.jpg,CFD-AM-235-N.jpg,CFD-AM-236-N.jpg,CFD-AM-237-N.jpg,CFD-AM-238-N.jpg,CFD-AM-239-N.jpg,CFD-AM-240-N.jpg,CFD-AM-241-N.jpg,CFD-AM-242-N.jpg,CFD-AM-243-N.jpg,CFD-AM-244-N.jpg,CFD-AM-245-N.jpg,CFD-AM-246-N.jpg,CFD-AM-247-N.jpg,CFD-AM-248-N.jpg,CFD-AM-249-N.jpg,CFD-AM-250-N.jpg,CFD-AM-251-N.jpg,CFD-AM-252-N.jpg,CFD-AM-253-N.jpg
input_1,[98.71952057 94.29107666 96.17337799],[82.14406586 75.77690887 78.84304047],[98.52127838 92.62394714 96.62770081],[93.53862    87.21857452 89.46975708],[109.97563934 103.00195312 105.05944061],[67.46404266 60.4645462  62.63180542],[87.61605072 80.05606842 81.60687256],[84.83607483 78.6548996  82.90312958],[92.13898468 85.25946808 88.28743744],[88.93338776 83.22866058 86.47294617],[85.54324341 78.69680786 81.14083862],[102.41348267  95.63130188  98.09527588],[94.32738495 87.89052582 90.67074585],[104.46651459  96.66867065  95.71575165],[107.4489975   99.8702774  100.03424835],[111.52178192 104.02967834 104.78827667],[86.01548004 79.65856171 82.51543427],[107.54930115 100.78310394 102.48690033],[97.85971069 91.11806488 94.31390381],[76.00453949 68.64057159 70.98446655],[88.09318542 80.32169342 82.68049622],[107.48473358 100.36940002 102.29413605],[107.71296692 101.89182281 104.15956879],[86.82778168 81.30347443 85.16136169],[86.69203949 83.9931488  83.00747681],[106.78630829 101.29582214 103.66178131],[71.86740112 65.45721436 68.36004639],[78.01368713 77.22887421 84.28839874],[76.57823944 72.65190887 75.76942444],[90.58854675 87.91181183 91.43398285],[83.78949738 79.51542664 81.68603516],[109.68161774 104.95366669 107.32542419],[83.52287292 79.93738556 84.45754242],[75.67762756 72.43498993 76.5298233 ],[101.06293488  97.8395462  101.5376358 ],[105.11523438 101.83074188 105.35314941],[101.30496216  98.13315582 100.57255554],[85.91690826 83.52374268 86.97252655],[112.37161255 107.79929352 109.69947052],[86.80304718 82.93722534 85.29106903],[103.5984726  100.25080109 104.72071075],[75.36768341 72.92333221 78.43364716],[80.63954163 74.60919952 77.81667328],[88.23919678 82.52441406 85.39041901],[80.44393158 74.98168945 78.00879669],[90.13406372 83.45350647 86.60406494],[89.43476868 83.58351135 85.45066833],[70.83242798 63.95785141 67.26826477],[73.85391235 68.00426483 71.24676514],[87.60179901 82.25657654 85.4342804 ],[72.29079437 65.50617981 68.85192871],[75.68641663 69.64230347 73.93631744],[101.17575836  93.74523926  96.24749756],[73.54866791 66.52726746 69.58696747],[86.84318542 80.10509491 82.40328979],[95.07642365 89.46080017 92.43328857],[93.38691711 85.25357056 86.2173233 ],[103.10964966  95.38748169  97.57359314],[84.61307526 77.73777008 77.10755157],[106.87699127 100.54598236 104.17651367],[107.16690826 100.2444458  102.80679321],[109.10771942 103.43937683 107.17900085],[99.24001312 92.30496979 95.17728424],[98.17095184 92.2993927  95.92028809],[94.20698547 87.66430664 91.07347107],[99.7167511  92.66213226 96.53925323],[95.8591156 88.7111969 91.0900116],[95.82949829 89.59989166 93.40817261],[89.20983887 82.8981781  86.76089478],[108.73217773 101.47096252 104.22515869],[88.44002533 81.37691498 83.51328278],[104.39586639  98.31861877 102.07679749],[96.69803619 90.09207916 93.31051636],[ 98.44114685  94.13389587 100.30638885],[102.40654755  96.39774323 100.66473389],[102.78539276  96.58885193  99.63310242],[100.27739716  93.52296448  97.32626343],[103.02355194  96.46154022  98.89191437],[99.68028259 92.765625   96.47806549],[98.23216248 90.34845734 92.29381561],[90.86621094 84.28191376 87.45240021],[108.2171936  100.06903839 102.21463776],[108.63878632 104.88116455 109.26974487],[96.59366608 92.95310974 96.8327179 ],[94.0344162  91.59030914 95.55364227],[104.46968079 100.76917267 105.68432617],[96.25511932 93.55223846 98.11526489],[95.67033386 91.78794861 95.60904694],[102.3539505   99.33032227 104.58507538],[103.97903442 102.28860474 106.97641754],[106.88565826 103.5671463  107.04449463],[101.00872803  97.94276428 103.35410309],[85.28999329 83.30002594 88.40514374],[105.89710236 101.42012787 104.76924133],[ 97.81931305  95.52007294 100.28413391],[105.94851685 102.49707794 106.67762756],[95.06092072 90.68080902 92.81021881],[101.25827026  98.5679245  103.81759644],[98.21775055 94.67215729 98.94445038],[95.54210663 92.83348846 97.98558044],[88.85671997 85.30809784 89.52027893],[98.88516235 92.56176758 96.78291321],[102.88328552  96.02075195  98.89868927],[96.03343964 90.59008789 95.7735672 ],[89.43014526 82.80395508 86.90113831],[101.77435303  95.2241745   98.51152802],[94.43851471 88.77657318 93.04722595],[97.27096558 90.31762695 92.98235321],[96.19122314 89.98565674 93.90468597]
