,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136
0,36.11168130758392,43.79012991349156,47.03933626747626,50.03446166188211,52.31160814159394,54.16669626508759,55.658023774393094,57.02247399862485,58.02248613107195,59.01065070774963,59.88838917726731,60.71908159041233,61.496732920888356,62.1436654605698,62.70672989369094,63.262987817390396,63.796195270709035,64.27541487003508,64.71258522207768,65.11787295300515,65.50645915045126,65.86793688396267,66.22357998873233,66.57034669365906,66.9006433103799,67.21305378278348,67.5093090053618,67.79899521958525,68.07409318779484,68.34767984939495,68.60952438087554,68.86249272640703,69.11245855497171,69.35364214805139,69.5862821516038,69.81401538556354,70.03033106450313,70.24086803690962,70.44161298366099,70.63720127360531,70.82770935181178,71.01612590562746,71.20181425327863,71.38101518258227,71.55871216545904,71.7270476866558,71.8905653796717,72.05186656187018,72.20973500712657,72.36467049765994,72.51729810178928,72.66864362894209,72.8160453564254,72.95922965225857,73.10006002911537,73.23847268031707,73.37361310051122,73.50623110658402,73.63578424211947,73.76217752472886,73.88728776340744,74.01079995497032,74.13185692869158,74.2509262111541,74.36918362846738,74.48449090470517,74.59488783863223,74.70456578147818,74.81280386136638,74.92011111767074,75.02636402834526,75.1311117764266,75.23467455993254,75.33759360425124,75.43997221350432,75.54065572122212,75.64008728379761,75.7370401917545,75.83341019741077,75.92854597087,76.02300490202369,76.1147874257008,76.20634512504722,76.2973765287507,76.38702885627458,76.47490586353416,76.5625013260393,76.64894265039439,76.73459600943488,76.81930235583299,76.90315460991033,76.98640850832716,77.06892442765786,77.15034465629404,77.2312025824666,77.3109062403494,77.38936405053254,77.46747472691787,77.54469346611492,77.62115776665524,77.69663102838602,77.77143612291451,77.84519353693057,77.91864520281263,77.99068214270397,78.0624382278406,78.13355959342756,78.20455262101069,78.27485488641521,78.3447823980164,78.41392414252695,78.48253440815255,78.55068572628787,78.61853319778473,78.68604140474487,78.75307354766281,78.81934672030489,78.88533799322317,78.95034685624135,79.01508445227469,79.07948393266292,79.1429641637932,79.20619218989634,79.26910800116086,79.3312516244656,79.39312320638531,79.45459911565611,79.51557146552547,79.57592002813108,79.63604963703484,79.69561764771079,79.75490735224277,79.81379688319976,79.87250167366953,79.93050723500063,79.9880498185423,80.04540312451694
