,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
0,0.016234406845798986,0.01621336312105913,0.016197522926467516,0.016100246634112095,0.015926819949448917,0.015815380803480706,0.015771008696580144,0.015729956378075362,0.01547686663378707,0.015434967278508915,0.01538931366419185,0.01526199206981416,0.015191768521293688,0.015038772678504198,0.014772590356270474,0.01463680369778691,0.014368475361403085,0.01416778963079865,0.014041423190690027,0.013887292790500903,0.013725784379439433,0.013668960392189582,0.013440749633928566,0.013394225499580853,0.013329189214466262,0.013217979025142032,0.013047144927500006,0.012939350425675967,0.012711551510375365,0.012677752335983485,0.012631889868918202,0.012376879980210597,0.012331127350637716,0.01227256842279173,0.012179577805300443,0.011888949366793557,0.011789983799602204,0.011770385111394685,0.011721077668018824,0.011601159605388212,0.011452990443172986,0.01135378007318475,0.011148879106883296,0.011052596579823725,0.010988095519418475,0.010820507259435692,0.010745129580729247,0.010719321934912183,0.010519368887133989,0.010286250723750313,0.009992612483791529,0.009941231174916814,0.009860399440808895,0.009627558302448859,0.009440276015118168,0.009359152190733253,0.009193106096727405,0.00908911058332212,0.008878508703100224,0.008745725794011056,0.008548620738777338,0.008406677165718196,0.008390492339465549,0.008031687535047549,0.007912497857078187
