,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
0,2.0148085501679813,4.003829023503043,5.944374465081635,7.86855900360503,9.769183733677455,11.652525341855767,13.488593758115258,15.321568747764056,17.090717599019406,18.84880933678313,20.555654768761023,22.212280445564506,23.85394481655605,25.41779566582979,26.961038505745687,28.48523801288585,29.944506676710454,31.358720965080273,32.75130798536626,34.0977835275994,35.43829051286871,36.74342569314381,38.03288526559932,39.282141073942114,40.50167317344841,41.68497665077247,42.840899346711794,43.99485932176835,45.123402718066856,46.23723443472932,47.32869686184634,48.39281299240539,49.44700267113483,50.484168282104115,51.478977594693795,52.465348439969176,53.42507248330245,54.37373566872815,55.27982379834554,56.1697924575635,57.05573875169077,57.931660314456714,58.80099816725939,59.64126322046539,60.4728627155672,61.28368362781112,62.084769141817254,62.87987140351364,63.63863378257217,64.3908607788855,65.10368857241727,65.8082025624669,66.51006353184434,67.19628524857555,67.87683702761174,68.53732647008293,69.18580296960144,69.81305177381468,70.42697794365434,71.0331030600823,71.63006395472712,72.2179471094168,72.7859960391231,73.34807593110264,73.9038896418362,74.44033172224646,74.9668335280106,75.48898171342962,76.00054895418592,76.49597575637532,76.98465633586075,77.45433196020602,77.92275912240729,78.38100176560236,78.82985681923856,79.2732264404864,79.70594612697816,80.12268884644918
