,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
0,0.02714690890143558,0.02500931570990289,0.02374635459136059,0.022082459291531645,0.02142336076996246,0.02087854743412268,0.019845943907100382,0.019125320275471137,0.0185334943892899,0.018123570287379733,0.016541755874833194,0.016092359524174173,0.015864094300992965,0.014800453261690345,0.01448455838960887,0.014141749826431007,0.013626984629227354,0.013091690280030046,0.012735260372245287,0.012157008034149758,0.011873615167481972,0.011483900185811224,0.011291956697253367,0.01096879968896649,0.010850493645417254,0.010456186070975346,0.01025732826330947,0.009999762008441203,0.009897918935405328,0.009766071248616824,0.009599647528361954,0.009564117943025585,0.00931602355513688,0.009192246573164418,0.00890110177077701,0.008769266204189094,0.008741255947870665,0.008526915064605557,0.008420278646834315,0.008231842169480369,0.00804345816431606,0.007881043009268689,0.007556191474410357,0.007534952189124266,0.007463278848690863,0.0072854630740716705,0.007094934989726723,0.007027464753197671,0.006786726270845738,0.006753317899828886,0.006566660838271925,0.00648757904735184,0.006368216259767502,0.006271858027964488,0.006245895660640052,0.006146536110079512,0.0060176724953322006,0.005857556019293453,0.005765505382013215,0.005658558307762083,0.005473461704682861,0.005388894156273948,0.005292778279635785,0.005273631262289008,0.005134382976939806,0.00505630783605442,0.004959909735999459,0.004802641039235092,0.0047034307683529964,0.0046794650407090375,0.004648121785123634,0.0045245697897049126,0.004445940697106391,0.004426325033277455,0.004266135028019337,0.004224711894262772,0.004202887933833338,0.00412924998145603,0.004112725724117524,0.004050476849287261,0.004030236688313563,0.003876547179088693,0.003780887511076203,0.0037658451250942226,0.0037179331399635794
