,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.07180447674816445,0.05209751875325422,0.045513926827690045,0.03819858908412923,0.036293772317747726,0.034494344616713093,0.032772537285404316,0.03007024130310352,0.02947614952873925,0.027506581940509003,0.027044020872044442,0.026288024932783184,0.02547833787704455,0.024315591571400376,0.023529425316022003,0.021967118648130047,0.021209338000259623,0.0207430902461637,0.01977456941613381,0.019144601900321523,0.018313089420603213,0.017791980235234404,0.01717621815748816,0.016868777502011833,0.01592724676267542,0.015260767456144944,0.01428966232856647,0.013627316596461669,0.012966860833551853,0.012800396732006142,0.01261082881339899,0.012318341639538497
