,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.0627417705065856,0.050238489580199656,0.042377627228381544,0.03734175391966862,0.036258251592276934,0.03588518258202912,0.03479060520762537,0.03183456155620469,0.029119841981252226,0.027679601811231372,0.02687836505644395,0.026387262998880036,0.02522897546231758,0.024491506581825043,0.02392442797730474,0.022518393506478496,0.022351933760189648,0.021912380175355194,0.021476471184289123,0.020627281895364485,0.018955345689376357,0.01816863538884682,0.017865106342956506,0.016995662753845394,0.01682384125688627,0.015680815251064593,0.014446815211605818,0.01403453451860573,0.013783921315063397,0.013268698157696388,0.012981588233097415,0.012435013756044033
