,0,1,2,3,4,5,6,7,8,9
0,0.08333246965272338,0.08330979191852339,0.08327657590516203,0.08326961867926194,0.08317742363855192,0.08314550655839709,0.08298533274970354,0.0823658847718362,0.08230408658048496,0.0803433863029671
