,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,0.04442776832935328,0.04426561766091638,0.04384391807474593,0.043476706433411554,0.04303493507520275,0.04283928589295653,0.042083240244783875,0.041135952302192136,0.0399105607197475,0.038846146911571296,0.03784414968943568,0.03614326638481168,0.03506349334098711,0.03471580189715764,0.03352287743975957,0.03225751424262871,0.03138159205321345,0.03052119777652649,0.028912567928217413,0.028266306831760072,0.027324514268946058,0.024406279765672126
