,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,6.27417705065856,11.298026008678525,15.535788731516678,19.26996412348354,22.895789282711235,26.48430754091415,29.963368061676686,33.14682421729715,36.05880841542238,38.82676859654551,41.51460510218991,44.15333140207792,46.67622894830967,49.125379606492174,51.51782240422265,53.7696617548705,56.00485513088947,58.196093148424985,60.3437402668539,62.40646845639034,64.30200302532798,66.11886656421267,67.9053771985083,69.60494347389285,71.28732759958147,72.85540912468792,74.30009064584851,75.70354409770908,77.08193622921542,78.40880604498506,79.70696486829479,80.9504662438992
