,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,5.019165754139969,9.836592955597698,14.21449170006007,18.177857964882513,22.110158165024714,25.92803642729694,29.535293386117665,32.822772561750654,36.04283145371965,39.100300952010144,41.754476146795874,44.3716337941361,46.876972533942535,49.20766992907771,51.401577634370064,53.54305273950156,55.673718101982814,57.78301520600717,59.78163782236462,61.66430623927728,63.49473148929414,65.22928173740331,66.92345328801719,68.57406317211056,70.15186099156512,71.67763133382182,73.1515852106133,74.58008669335752,75.9501050534767,77.31074656233417,78.62180635988581,79.90683271338432,81.14628927884421
