,0,1,2,3,4,5,6,7,8,9
0,8.333246965272338,16.664226157124677,24.99188374764088,33.31884561556707,41.63658797942226,49.95113863526197,58.24967191023232,66.48626038741594,74.71666904546443,82.75100767576114
