,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,3.87758251175421,7.745500019178583,11.595941322935545,15.430299344538165,19.24961483002631,23.041969790160994,26.785928694785127,30.48572957662107,34.14211621101157,37.713262374430286,41.19013168197451,44.56672875185083,47.89534518938482,51.20009550231216,54.38326481813148,57.52055074956633,60.53180956953413,63.4319559182937,66.22393582932432,68.84665740443914,71.41849364785244,73.77121752584623,75.90963459108126,77.9126240253146,79.7701386545131,81.46417796372974
