,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,4.3912866846292555,8.766507617740773,13.102729772749283,17.40087172987188,21.65505466261876,25.890444278423402,30.05295044199505,34.12148125094425,38.07118448168532,41.91404310206233,45.6989236097016,49.30976956234387,52.800392595550726,56.24888559375306,59.58233493167666,62.80106203978229,65.91924028454163,68.98477465649418,71.87232771952327,74.67384553582596,77.39558333495903,79.86071594861089,82.18557702518304
