,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,-32.6240580130086,-30.572301010339974,6.071055868241466,5.3924550633636965,33.5449234587831,-37.78494576689374,-68.49770366302826,79.06902085982762,31.786654291949464,16.36755047490693,-15.89756229553927,19.42709733313724,38.07073722411168,73.83714829685837,-8.104233210754014,0.9721802031182354,-16.764597066666386,-13.014250113708242,17.699367629790537,63.01701772358248,33.45338607936964,-59.14898365513834,9.389064033788511,29.176407485803832,-12.233849065979905,33.07919734656139,6.4822123283306965,-33.66300521271779,-37.96847904575242,-23.276830326013975,-39.19234080992722,-92.2947228684289,95.75489741749936,-13.69719926538452,-19.01610398849945,-22.38354371843503,48.093317384714396,-15.805444240242837,7.83295911585392,26.613331821837857
1,-41.69781229814828,-42.43901898793638,16.725241182967196,-10.814424467554334,12.640143364171593,-21.925624693523186,-63.592105969770046,98.89393366981967,-3.4872126963809196,-6.564524824528372,53.442098203337615,3.0106483863231968,20.110072575137607,-42.03324544015563,-26.212445673651978,31.502058346228672,-32.34949666488831,-13.967239445703688,72.91443939339453,8.969302722824187,7.9718903224218485,-1.73287340675328,3.0250330829273446,-33.316394823628784,-19.26932348126212,-52.99439496979944,26.34579105954428,-35.3822602400504,19.101580552681188,-68.58527569992073,-45.708428667137056,-44.92077440857944,-80.00341145018452,-92.98689315768785,63.58832435502936,59.85114799893181,27.785448184291326,2.6329720567994204,82.14277816218926,-72.80625540739915
2,-31.402128931162615,-0.2934568303980354,-9.937300879708841,85.42586491184646,-32.70636863409979,-27.83797441803094,143.65225017885834,-157.36210076755916,39.73359745809813,28.520325705588085,126.23854228472533,-78.17141508973502,7.452004785891022,84.70178481740507,-112.27322659150708,146.79799602667916,-39.77406543536514,-34.94582854134613,-98.91635074128097,182.0074809809259,-49.23014560287045,64.66453623141754,-163.51039099170046,-76.05736542723312,26.39559493613313,71.76589037682315,136.91725155131354,-89.10253497383984,9.640276542417507,-107.14660528301019,-3.558388809137457,-1.7156114849610857,-29.210698092211494,46.73237566160009,8.711366144577886,-84.05012963854854,29.60977877046918,-44.80846784643894,-53.881212160776435,-81.39953889002935
3,-28.411495329187414,-26.1337770604752,-8.097920152243175,-26.916625065308686,-19.889410996566593,-10.174028200071765,57.834293412886176,-110.32140280491075,-55.40273590756801,-3.931347713816933,-17.331123213430928,-17.037908319289112,84.2432229321256,-56.618320868453004,92.94892590450765,-39.85143781904856,-61.7699235342138,-11.411189814463743,-119.05503404884237,-10.584780830162561,143.46036031544492,8.718018109735485,-65.32999525451305,49.72601623562108,-35.602706093102555,91.17841632953416,111.22465137661555,113.06615060787206,-116.74244055358547,56.201502692616536,-12.689267408070739,-79.75604474455413,-78.67130399154411,105.86675126923511,-85.11433343040936,120.94096721732237,-71.39759378487211,1.4652477354043236,-3.460875252470817,-57.43890616661485
4,-35.2954399323717,-36.46765111480682,0.16183977314159098,-12.540433256751756,38.63788750103012,-9.598348271493958,-92.77719955818637,130.83544529346167,-38.598097454582195,2.032624117909007,23.12743286286751,-18.885499147821463,42.1956499393317,94.83866205294692,-30.465881616387783,-9.274394372465178,-25.302028264087024,-41.96791326879474,39.735975238182,50.83034525211199,64.16217591241217,-1.455252662479224,11.373891254281727,-47.02502887363982,-47.8354928388094,2.9604773601458207,36.26943337239328,39.534250664312836,-21.520695053387218,30.334430110131613,3.493229916825262,-40.24268456760976,36.67278008211372,-0.9354163708685835,24.092159872637545,-37.09377341920415,8.780836915934216,42.66223239099103,65.66662511871513,-16.434471561416753
5,-36.09464265902337,-28.600920069753503,26.517230007368187,4.808987251907053,21.063756214675166,-49.75912164911696,-54.84381450169663,77.93754090425071,14.361777357659099,14.834883806633052,5.153359329417694,-22.061344851651782,122.00775016690956,41.88449051777692,65.60241918801962,-42.42333526965423,-3.613022383099997,29.572862230257847,-27.312085817013266,14.368087018931826,35.18074264543676,-13.747852801532257,-25.332786004605023,-35.10108480807166,-17.5633895617158,45.01375040884843,-17.295081332119217,11.528651760474004,-57.14108101010618,30.280791131399805,-62.831542903487026,-35.70692681120026,46.621473103541774,-18.899064605173958,-10.32686138718973,-35.48738170898316,-12.020106239470106,42.14580556637871,7.255409763231035,73.75692484031853
6,-37.992504736977764,-35.338716722242225,-15.101357149117321,-37.988812181677524,8.666484838495279,0.2722912781267086,-61.52775402939413,40.668453650443645,-42.12125537685506,0.6894279956439662,94.12097629416336,-76.79590454940069,29.67469620173949,49.25378615617097,-12.882978735904196,-8.785324936115913,-19.153876694687188,36.657243898374006,-28.723345833049695,-16.425147703438856,-28.704637016318518,-16.43926339047571,19.397573409368626,44.37564359460096,-16.319215451419357,-29.12988338189232,-17.908884832369036,-12.303646226815111,-1.790086779940001,0.46690174237128956,4.616607927584405,-40.252514732090205,39.97344725872108,-18.82988448487742,7.730581514412045,20.139392510264386,-11.274761488718822,-64.80506954475968,47.706915069251124,-41.27949896467201
7,-38.58672411246036,-41.616935815305425,10.356374346145591,-7.566071810145856,2.541133627390329,-44.56106694580211,-68.644367218006,47.110735403923094,8.997911265124982,-44.80809369763941,78.07678111630865,-44.99426668329966,47.13747925226588,-51.29960960868776,29.71861207288938,-18.04559382057313,-57.74943120670109,-7.18342222591848,9.853642144247061,-58.50715947620184,17.298007344958528,-30.94910752865406,42.19899587363933,-12.359645098942554,10.295082928011839,-43.947407631445934,-58.5748730254837,52.7721737101592,-25.583469052995635,-32.98757507294248,17.921844977433267,23.954459043003506,1.4622043712927955,14.653230625015729,-54.98927261193075,9.506012691733726,-10.141041935852773,-37.15593449135752,-34.50062521325986,-37.97016372925661
8,-18.88952255773127,49.52733861840898,243.7963579362578,111.18003680007756,-21.264473109449032,-115.42019851637592,775.6248346612008,462.90314509819376,-166.86047773746603,-92.22298028901736,-39.09702812415813,-12.229729067177354,-15.391868129868994,17.744386889450222,-0.48162487558810635,-16.901030572860464,1.862390113143471,29.06524352316908,29.387187542923222,-17.1799295448774,-6.59158508775486,-40.05536758259036,9.957354380183089,-0.6174751744307183,15.968940612699777,-14.311712128923947,11.215661316337076,2.2142730394019385,-15.013468914083521,-1.9690592454934017,-6.426494650818595,11.718208944341079,-2.4722602295753706,11.884494547161829,-4.166286798010178,-3.343144997056332,-0.4690282829922749,-13.43671562092072,-7.6646940996085196,4.466295994681764
9,-36.32021371327291,-24.3867169196677,-8.8116234171773,32.65802748572631,-17.96262519826165,-58.71087712874465,46.68594053967754,-113.2896130996731,62.01670908621883,-25.31618500769012,57.40264339257535,-26.616121244722162,85.2645691853126,5.16435735935933,16.086941220134413,-19.35607020175589,-21.6564606677208,86.81668622684205,29.62219553394037,-64.59219310818418,3.0532201989836216,-125.86683158030229,-36.498323089910734,49.03131507299623,23.858507097973167,-31.899870165765183,73.97855603886623,-12.30129081814926,167.81906853452932,94.56320857266368,106.59054281286271,-87.11723838691745,-38.066121646679655,50.43367497204197,196.72314584391984,-32.602773794977324,-16.35771132683286,-37.077904941640874,-28.577938683998106,-3.7841954316584236
