,0,1,2,3,4,5,6,7,8,9,10,11,12
0,-32.675120789698376,-28.88728059366424,-81.00056390649199,-27.944220595392196,-46.570395590992064,34.13713540614787,8.660544801149294,11.338759561406434,-32.97979272451998,8.244516215450329,-25.461138009258093,-29.87814658534541,20.48918132009566
1,-36.906050269678964,-41.18725649044191,-123.6122527152047,-53.53492678384889,-62.11530889323858,88.53183424795448,-3.8780151193905623,19.387035000365117,-64.54389509291816,20.542107232580808,16.684653442313298,-4.791681957513254,-53.26228565122459
2,-18.431334100141147,-14.276790065410855,24.606797229117255,118.01739684828219,110.1471128700807,-99.22558645294149,71.19162533909802,-13.550603328170103,-77.52395328510283,17.209638559663848,50.42803006397805,-86.45300774848411,-38.19474664900727
3,-37.18500299803852,-3.889636895614961,74.8351836563921,19.933698026783023,73.53893257529998,-68.05617470389464,47.120243269607315,-55.73552107616131,17.22554868743873,-5.139711869814854,36.42555545290186,53.53536196606238,-57.38311228588644
4,-35.93760856302987,-26.881310920666806,-77.4736255604727,-58.32955519536811,-56.357839996784946,79.93067514780785,-9.558269091539001,18.607832167172244,-10.764651399392147,-8.959308729601373,-10.121431535637205,-45.445207651075634,0.033767249452249626
5,-28.3192866627297,-28.689441640855186,-56.99890688303542,-22.617259779854596,-25.24620052120858,-16.346280737351822,16.117678669056,-23.018691810445656,102.17102113467432,15.29329126730437,-29.624245581358363,-26.9309859515461,-31.531304527705018
6,-36.4487233840007,-15.804784395610255,-8.441197586661875,-64.62885297674892,-2.5608464634721133,75.43422970691593,68.88199480875936,-28.637973290365917,21.960638552914226,-6.935655644809325,6.065514328447917,-65.12157730087915,-5.574924219086313
7,-36.30297570226291,-29.74633756191202,-71.73618898122021,-33.3071188331855,-18.95189420917826,83.24540143152467,48.634198638388035,-28.579872630192828,-39.49827948238911,-8.05249084409962,-5.58615544490595,18.244657667316282,-21.901462838536105
8,-13.434008854762872,-32.47791310719221,115.61207304816169,152.77838137614913,-93.83164498379489,-178.419475337556,-24.0257710772974,56.7158927295184,-56.40824204446447,116.79131654636447,119.54101254453644,-49.016588138735486,125.46271162116864
9,-25.36952693165046,-25.475340205194904,-53.041949237052954,36.56581959242255,86.59875850126126,-53.61337459462852,64.46582296540302,-48.66193874397031,-33.96347202590284,4.596848432132439,-56.87894451332303,15.974651481960262,-64.04245373810495
10,-26.209458496492353,-31.593512529935044,-36.094986379308615,18.497266961352338,3.9814702544696985,-94.14732288664435,-89.91237384659709,-13.24879753086135,68.762642685053,-8.60530896163928,-21.96425692108201,35.586789452085284,-24.73351316975223
11,-36.753743057410986,-1.2254686615715737,54.658778171591216,-58.413190435353314,42.95047207317359,30.445284520645224,63.467002140376415,-56.432053722476795,80.96534326098467,-33.27334860834883,49.67977525797934,-35.34517868522126,41.78728217956079
