,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
0,-27.53651181196274,-51.758100488506564,-104.97242052516367,10.498033514686883,-22.345522164573023,-81.64829014594108,-54.302508550803545,9.588254272522734,28.058250495324742,13.682596021542077,-19.317738861980295,-66.77014442580455,33.56144048140986,35.048242460471116,0.9992070641810263,-16.77282836015788,15.87396296555348,-19.605954778860724,13.141504445563976,-26.501416342903017,4.5334277872167235,0.9645897327596171,37.544336215044986,68.25221922977022,-93.52069215365755,3.8599428853700815,-61.315136250303986,-22.470479660652995,-84.43219783095321,-7.715083305894189,-88.30475577263826,10.931323188197283,-103.7278018456875,-34.4857981677889,51.24972003882485,-121.68846640321792,-24.0088254470461,5.913165484993536,-45.52351149420569,-27.776327039570532,-33.6980698235524,-32.481203560473794,1.1326095017415154
1,-28.934418333527194,-13.044848257703661,-137.46463483694166,43.883850839064166,-43.056712033487486,2.0697230035000818,50.42505261620498,14.908802133126859,24.205675189032803,-63.762627787088554,-8.93649604269961,75.65971297028688,-32.34958792867733,-18.519107053669817,2.860760678981176,9.413060175865436,-9.342172352985859,-39.733356464959606,48.39281598065599,33.95728924492063,5.1629009722426895,52.52747629568632,-14.169227990376998,-38.473983393331466,-7.443461939394248,65.34333008119933,-23.668313071854712,-50.589470691285676,21.98756982236099,-33.50516161852259,23.858012055078802,-100.97629741881924,-73.93355994239424,76.94877863278887,19.47196494262929,-53.559068073213496,4.486233493323547,19.217236174997897,-52.662158812506895,-9.946443897824688,47.99215478920258,9.761396333379967,-14.777017293775051
2,-36.57648001510376,-64.8207951009789,245.50720288976527,-7.430711444111143,-20.335887519239414,47.45586347490284,23.217314575797843,-6.739116537559138,50.766233948715396,-193.41527925002038,-46.001718658955504,-15.138248176741264,-68.46117470147576,68.19091305418357,-29.175989363484025,-58.493577838805,15.768618524962164,-71.0618607298211,-93.3038302955877,-29.708517061694234,235.3678121721834,-150.70704547850346,101.30797658554977,-33.77521952456966,-5.699659135480727,94.70597605436042,59.993005563346415,-120.44131756999435,52.257795676769405,-117.75752940250644,-20.81883752022435,36.3564773598906,-37.48259993000194,-127.23775954086557,-43.74808008670986,32.91163886362895,-24.23370418599234,-3.711296720054798,0.6955999404212425,12.032630305148022,-8.412005470315707,-29.742251094373586,-6.965249800422012
3,-14.162773438637721,10.713376618071162,110.81037469410502,-77.46856956908925,49.779117916345825,71.42494224218264,92.85784488394974,-75.12876939850845,-18.199317781308558,83.84360335335408,47.20026038862186,67.25976688064551,6.8996224583231935,21.724647187536355,7.3631328852162445,-0.7236876514927324,-164.72495377252196,33.55726720135515,108.73449677170002,-185.61944817477905,123.30617314195752,-30.01959282356521,-83.23897474392521,223.81855651597,76.86749627594315,-54.58962045037534,-121.7915267026362,16.747567518921667,3.5806797123358125,-7.308453831190101,80.46988068222555,0.6643605894982756,1.9325498035458335,-73.21949045470704,-33.67229176169244,-19.07820262283424,55.698078401841244,53.97726561249264,2.292074255646518,-58.79941050972783,38.544305638952736,28.61823118056832,-2.062270364675377
4,-27.614108783746886,6.1306284182232345,-168.93745049567787,39.99268409789381,-38.71790563674306,-15.171509612751617,-18.234331493047083,66.72563071843074,69.64698810602363,-45.181860878602784,5.3259449644527574,-29.963905506436213,-16.214463725756872,46.59459054872908,-20.262098331407095,-48.61145392386759,-9.714482614724616,-7.2895162919956755,-0.725882120851839,4.785728156392174,-4.710107546383162,8.8594812619768,-5.94417767443854,45.09278241211435,-37.211738792114296,-45.822536627751546,-19.65420887389595,0.6224171604199908,-13.721213194534185,-27.144174044266347,0.5211526215445308,32.42289350628894,-2.6796472445265356,6.511996565097096,-51.38163625359749,-33.34432887203456,7.736480216905387,31.177238683269433,-21.842694916444927,64.33221785307838,-17.755626204041562,-30.888966129854985,-23.00955993631581
5,-27.660922930515113,-54.909004406377846,-85.12825240397349,9.22182822870786,14.463850532452655,-32.85987555116802,-8.2072511751436,-11.567543625975386,30.685991105693372,14.55693299963805,-3.230840832030646,-43.212199983841906,26.10894315178273,113.43580614915034,-1.3760306648233822,-8.089018748611107,-66.73777328576946,-13.610197931658988,37.071994932027,-6.314218744578332,-30.178597222797084,3.149105718078065,-2.3233917353427276,21.034025753956627,-15.92119181712823,-22.034781717921,-30.20337419323129,23.881732330949006,17.664825249556674,33.97061093999818,4.722261841679276,25.27685225170023,-22.335597175008736,-44.734125912051915,-46.47198953024508,-0.33367539583514516,-50.8402563544351,-0.7548278769116563,26.6580525760649,-5.923931859727452,-12.610646716540327,-16.38186594288681,-9.168601345586978
6,-29.4245595531431,51.82605952815142,-100.47570111166206,-0.5657788736311855,-24.107050414076284,58.80867066983203,25.486496696648448,41.87935157596886,57.374359610868304,-51.066731104240525,34.693413071907784,18.67064708913099,-25.482109597010542,32.33005666255909,-14.109661641051218,-41.69532711798276,-25.9089742099298,-9.608047596140338,-35.05767570918494,-14.540420500779206,-15.830760626271392,43.14591766620723,21.842206878120916,1.3036058755208377,-45.215819420418924,-4.981954591317708,-33.87440103262221,-20.129096372489133,32.36426029035415,14.614104781337048,-0.06639763713884361,40.01255974155655,-15.358707366464902,-0.6142970946540703,8.267200215488577,-52.79707131841658,28.339978453469282,-1.237973748218582,-18.103806163248795,30.368387381317746,-23.866129274304527,-22.756411724956575,12.359861955823764
7,-29.373744198751176,-20.4079111678835,-105.11895537711136,-11.028968177431631,-29.123541913563027,28.70999921920556,36.88631112617426,-20.291437566870975,-12.540606451434417,-20.324428998999878,28.470615035625787,41.010186574030364,-35.17626652878279,37.01445866011069,-23.414883743172354,-9.294131991553584,-67.72508225835793,-39.15537957968799,3.8471300070606382,17.81823200153591,-61.7108388107313,2.585848208096654,-15.867419106284409,-30.350341435437116,-8.358912611241454,-27.68495345355538,-45.49172270589869,-15.176411453782077,-9.80412509127692,1.9802923633668625,18.17863225829453,-6.578462337988623,-14.644938864314637,-10.131966084949259,33.3988498487631,29.512934630485734,42.92420939361257,-2.2234381982948555,9.064179863715069,25.64191808254068,24.449680972276482,5.926051124954372,-54.78836835567191
8,-15.659276338480673,-245.05544347369639,161.11978620585154,296.8178116120574,254.63535531028606,-291.41429176773477,532.7581036680455,293.14436700698434,-120.71205764772156,18.241357895887038,66.92476081726267,-111.75350042273739,3.373775768476134,-19.10037776321572,-15.488885877318362,1.3996684679940825,20.35239311572341,12.903100461121248,-15.178712450083818,-14.15931816287721,-37.229149942954855,-0.1304505246643232,42.87546940824064,-1.0057442995894683,27.414532414301885,-10.764980045979073,-2.560292165634982,10.743996896451845,-19.78703351991572,-10.961440128277015,8.431723410028683,-0.8075129741916862,4.724023432774482,-0.18387464167734083,4.489406498899503,1.623151260149668,-3.197477513067996,2.5685827217226707,1.1909420924520455,-3.9374896314628587,-3.2425661621602857,-13.50761764228389,-2.61472450263761
9,-33.94127289078674,-57.18727669793488,139.4410000755059,-51.30908525929374,15.514116936192023,23.271254711829737,13.736016710733749,-89.32717056986927,32.65395744303667,-19.581924790083566,15.99760081747393,25.821266240189093,-26.882656427636054,48.835535207070556,6.348118218909221,-1.8633904379388857,-82.066305445046,8.765591883481122,37.60242172811492,-53.34246242235097,-1.535812583310238,98.76324401510803,172.37308335483414,22.497623754053965,7.346084234243765,-50.4733636847856,247.87300294481906,9.927054536481048,37.32539897376494,10.335058278096215,38.05357061510667,106.8390247029043,47.54485863922674,93.85001544720258,51.65031448723435,-63.05089802959384,82.72827456380254,94.99021000005861,-36.29090816888139,-59.194566500883624,-18.586223042427218,-18.926134111129493,-9.998935263006636
