,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,-126.90932817640244,-4.90979058475192,3.9878239752830704,-272.40486440947615,86.33626450806752,-118.8301541850418,-65.50030062251501,-94.73015390351095,-82.22961218165109,13.550436404469608,40.473232991504844,-183.58611641582158,-38.867767515486506,-68.29859608630991,-46.66614551965182,-135.06347982197533,144.97868364676316,126.46947807140214,-164.4664571516483,64.65846071316238,17.11478776427771,145.58142947666994,-215.0834774682053,-21.4475947574533,146.8458679599098,85.33846659446341,-141.1285430422348
1,-151.29070852244678,-79.1696960288175,-71.15089561411126,-36.06303671934728,35.626373171072764,-151.90937481002226,220.4043848403519,68.4323097269691,-189.51961817438206,105.3161244288795,-259.7290774949411,-325.07337803879597,-101.42974536610673,55.10083546417152,87.72575021338265,423.4849194960741,-99.48602840020382,-180.1615820090889,-198.67941129031618,277.7216229273912,43.90273288821179,83.16054734972059,70.6379162462415,213.60456495710582,-253.59439008870595,-35.76151035288496,191.73866411340762
2,-89.64999747838792,-12.575222986820934,105.0389478284831,-115.15169404341681,-129.69964171328624,276.3388967532671,-83.17373993504471,48.47450791514921,-159.39910934595775,178.78534961856303,1.340733699204,252.32991281001156,302.32280121735835,-330.8750974237282,-217.27607658988225,172.2692166236541,-477.70377485640546,124.78949416083861,255.01518448168565,-102.03476366617721,54.334820734689686,-396.50631394147604,-88.04018649448713,350.28317523860443,213.75708938450742,149.78583692609737,-74.30618591677218
3,-134.07938400811523,-60.076937732409036,-32.02087267658231,-22.10377288847355,-168.92418881637428,79.19131408245231,8.507109500165331,251.82837622748286,-275.63353401463206,146.51263610126318,183.62360232521323,-248.86836106219414,243.01304299844554,-301.22983920311003,21.45400379895159,79.98820199398415,-78.51611314730856,-118.34297165588026,26.231255928238994,234.6452406144561,41.02199659467449,474.400901997935,560.6328667909312,-52.64511228061565,226.93868074681498,-167.22563138282825,-268.6260572197421
4,-92.89265225151532,46.62934533065726,91.99927671284067,-329.9383227763384,101.75331880895982,58.044531587038115,-140.52647171851206,-179.144577711107,-19.848439321990192,95.88031220269355,-32.48047382077692,92.00092060587085,-8.736383973297345,-22.855849464946054,88.17709946705072,39.527772537925664,-51.867202095408246,-21.044499860469326,-178.56400059674274,94.99445280311,10.211386051110555,-111.48076237980739,-27.83105316676824,29.782761668164195,-86.77250484042422,-36.411076606820025,-39.75912680282782
5,-139.19240134754392,-140.17382942318775,-270.6368047969474,564.6987556373045,-348.08528751086385,-9.084455968393776,8.673533351212107,15.891001455986776,-77.66076296793227,-312.77656027694974,-295.456064017573,481.7688446525801,341.50127651546927,172.56843416001,563.3483524977769,-183.6132772687401,-267.79494475366727,327.8616394716053,-28.857661811617046,414.3545699183384,-75.51399653769656,308.5088780943677,-159.2523416148918,94.50026804299753,-32.49205628656665,120.93516661190695,-31.575966548036966
6,-126.31222098868507,-42.63998329919784,-95.40319101272668,149.90417282835972,-317.8179888084553,53.1810388886707,35.06974009582198,192.5432215050437,-198.81012727209,-70.0906284022687,156.1086470707157,-288.42451621077623,385.8044059743844,35.62869277944623,-16.358588698775822,-196.7520197465024,109.1145421153267,-285.4565873922637,234.9207718964607,-42.60162010896511,-477.03659654799293,-152.11557417254772,0.3751248527800461,-42.93902273715212,-1.408008921343682,-109.65990189264075,119.22517839522858
7,162.17838569418313,193.2689763422778,2135.704291439426,878.045374897471,7.484280294393641,-138.51527253759602,-18.96168534590685,-324.5313159613758,14.881536687253982,-6.51378511978579,97.29498204098952,-106.71838070671969,33.683746687694935,-15.995223062711927,22.328500944682023,45.64669840962539,11.987347222752543,23.649312184562014,-28.367585941603682,-3.265873037664391,-4.554349409136499,30.630479625757136,-4.04523242305997,-5.853514817610534,-8.359707191979336,3.7896035916007595,4.465089269870969
8,-121.13473805463403,19.731041849097885,490.62228518713073,-285.43917777224095,254.98596691898177,-194.96753269650065,384.8266857928021,555.1775075324839,-391.9987384059321,5.97034938208791,-752.8497576160751,404.9314189266052,-305.0456633963846,-83.84171424104335,-341.9295688604721,-452.4213425860205,188.71906279792466,-79.84055229924283,112.110457298919,32.29355798762944,-139.2232420175361,45.04441875841209,114.79340748100464,70.17694981172407,-12.336035945156791,-1.5713776288066934,10.609914142299193
9,-122.57076330504975,-53.80293680086241,116.59469702811602,-131.73144686829727,-104.4351681394598,71.93547762166621,93.42599695005913,384.98744215377974,-124.20778689950573,148.14941160297076,20.65956397321028,-83.35320002177846,-27.193037574082933,-168.58656035273393,-198.03165137518084,72.16519262353206,-280.71900715136917,383.23634845325415,-93.41183074024792,-296.1330789108508,246.96184683714372,242.32145938160343,-265.4032838434367,-142.84986874825262,26.38817406018337,123.47017746824781,-87.44640744970266
