,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,6.122403216988183,12.243946457457458,18.364569106814148,24.4827791403592,30.600040898067526,36.71119061923266,42.82017963015325,48.918542180409005,55.01193499045822,61.09834612767536,67.17964627784698,73.23923338442697,79.28267342198043,85.21498971352828
