,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
0,2.577245631405083,5.121255638916724,7.35897886995705,9.545545439352965,11.643839736677634,13.684792945358366,15.692407269070788,17.66682011449007,19.613777369520697,21.45588337685218,23.244571125788077,24.97860021161822,26.680961187887277,28.36299673895919,30.010062471001163,31.621967764723145,33.17704432865006,34.69443810419087,36.1920411607755,37.65474321005854,39.08872358818222,40.48430932849128,41.855333086097794,43.20916501222708,44.53277457654304,45.81815839767672,47.09863790635332,48.36834677708081,49.612042987679125,50.83880479257367,52.05008161846503,53.25309058602555,54.40159742599735,55.52495014344567,56.6283167248557,57.72241814876814,58.7891958021901,59.85155578969218,60.88639310551612,61.89809202072985,62.88701658915316,63.86494669284579,64.82758498454719,65.7813044287856,66.71863214770059,67.64220902445916,68.5429957838587,69.43353470920144,70.30562326083151,71.15698008202733,71.9962625105796,72.82964586319392,73.65804592487463,74.47752477967501,75.27960659753955,76.05006616717468,76.8122068116396,77.57064897994582,78.31042221640344,79.04476639884584,79.75842226465417,80.46975694904103
