,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
0,2.3243124439500678,4.6369624847746165,6.918607449743725,9.193091231384559,11.458939658448156,13.711482415506218,15.946256234352163,18.166381896784532,20.376967184980447,22.56370821488162,24.7330565820001,26.880697299415306,29.009366749632754,31.097051831386253,33.15389502253673,35.19094445319359,37.21675020654861,39.22041347696988,41.20117559523224,43.16817146319516,45.093691175230305,47.00421162947808,48.89737335660231,50.757947575414555,52.57597650948791,54.3438458494977,56.06199065574322,57.72621497947973,59.36130362763903,60.98950038198721,62.58390776918383,64.11265186652588,65.5743655278906,67.01903909229439,68.4123119602818,69.7232828070874,70.94424220049133,72.15034951621426,73.30101992793573,74.41552483502105,75.4888433756546,76.53412250795742,77.53017214386772,78.50188248136581,79.4423979153408,80.31697290243349
