,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0,4.003038729945298,7.721254723228643,11.260315515859855,14.2557125878817,16.99993374043095,19.520357724357147,21.980524432872308,24.090657022344864,26.09674711925481,28.08027137610055,30.038525424800746,31.91130872853431,33.73273943283916,35.5393239168016,37.242358060176095,38.889265802575984,40.510989800385474,42.08743812128175,43.608647484616974,45.088922074024,46.506524582001255,47.89720279046617,49.23634715332928,50.519235918017046,51.79947738190638,53.04520747237377,54.2104410089896,55.357415147263886,56.501857317630765,57.61679289290142,58.71075692147056,59.77772092245986,60.806923344824995,61.81957710613574,62.811165502552946,63.78859893021559,64.74013641877819,65.69107133668554,66.62409546726063,67.53500272890399,68.42906546454104,69.29164222043401,70.1321165513673,70.96162006487103,71.77510697853086,72.54994155828075,73.31594491903071,74.06996845772694,74.8204688142209,75.54476240646291,76.26677913912413,76.97865344682498,77.67203739968556,78.35885368930627,79.04234876266612,79.70562329395074,80.35286220016964
