,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
0,0.024042901350434038,0.02367796881693506,0.023090669879800865,0.022721674926967916,0.02268024921017391,0.022146399986139185,0.02198361047588778,0.021522522450408647,0.021396950452292295,0.020874510002602695,0.02063850077135488,0.020021320072537877,0.019728029448660284,0.019131782021366783,0.01840576728656581,0.018200625638897,0.017857242339908076,0.017544897625566446,0.017315989282611865,0.017126030639502313,0.016476940074249474,0.016356160673588513,0.016057952008439385,0.01587383897220733,0.015320502502697059,0.015129384502280057,0.014848472795456664,0.014429055966375146,0.013919874884924657,0.013496044670933124,0.013272207140160185,0.012968245116719998,0.01242411461573638,0.012165069026721558,0.012077565086689834,0.01170217019878498,0.011084129296956477,0.010888900239903711,0.01079639480432574,0.010271177301640786,0.010123748027227517,0.009654616596046132,0.009612546680978449,0.009290429965016538,0.009070267918931478,0.00884146596017308,0.008577159750623582,0.00838957465509165,0.008221497557689082,0.00799600909508512,0.007696885721881417,0.007448493538596199,0.007064616041990657,0.007053805529162349,0.00686179464663534
