,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
0,0.02577245631405083,0.02544010007511641,0.022377232310403256,0.021865665693959153,0.0209829429732467,0.020409532086807302,0.02007614323712423,0.01974412845419281,0.019469572550306288,0.018421060073314805,0.01788687748935895,0.017340290858301435,0.017023609762690527,0.016820355510719164,0.016470657320419753,0.016119052937219814,0.01555076563926915,0.015173937755408118,0.014976030565846269,0.014627020492830356,0.01433980378123677,0.013955857403090601,0.013710237576065232,0.01353831926129287,0.013236095643159642,0.012853838211336741,0.012804795086766014,0.012697088707274906,0.012436962105983098,0.012267618048945415,0.01211276825891364,0.012030089675605265,0.011485068399717985,0.011233527174483185,0.011033665814100289,0.010941014239124405,0.010667776534219615,0.010623599875020843,0.010348373158239433,0.01011698915213722,0.009889245684233237,0.009779301036926284,0.009626382917013981,0.009537194442384156,0.009373277189149796,0.009235768767585839,0.009007867593995356,0.008905389253427395,0.00872088551630071,0.008513568211958282,0.00839282428552266,0.008333833526143098,0.008284000616807093,0.008194788548003868,0.008020818178645472,0.007704595696351213,0.007621406444649162,0.007584421683062161,0.007397732364576332,0.007343441824423913,0.007136558658083392,0.0071133468438685675
