,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,0.019413939328625382,0.019384878803043966,0.01936232329010631,0.01932978290100707,0.019278954758586216,0.019174897378237823,0.019102742542852987,0.018983385436057806,0.01891971772281781,0.018802426860932787,0.018735610643377122,0.018627324813726837,0.018532967843770703,0.018440453782760415,0.018397483620344168,0.018259119860729974,0.018121953037979824,0.01802342497708681,0.017859331434114348,0.017572572526766965,0.017406570477974462,0.01725761326260514,0.017169823759563798,0.017064651056997535,0.01691271726633073,0.016533858040927767,0.016484217344165088,0.01631364829780276,0.01615555417790092,0.016012732096976304,0.01551979051079935,0.015217606853294144,0.01495311796606774,0.014805901218996994,0.014347394645278372,0.014235170766905642,0.013811412242892106,0.013259116023530904,0.012967297715364687,0.01276299518491043,0.012534960370818264,0.012198858372125636,0.011972181076656156,0.011751075542350548,0.011305973378426884,0.011094725549604752,0.010481469485028594,0.01030851614163659,0.009897032935585309,0.009623775227239022,0.009294746272861094
