,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,-1.8661419340303647,2.1681444245930983,-2.746835095077857,-1.1971104725000916,0.7913480080724686,-2.2263002285413305,-1.156649477761795,1.6118158888507406,4.679139404181713,-8.939656557222264,8.206842645384885,9.391435400880585,-0.004419799082363313,-12.424792654667009,-5.42258176217103,0.8211631500285748,-2.215694247452272,-5.334744675021762,-0.3708908363014334,1.148270359869144,-6.007883439082789,3.218572850823842,-14.224025646842822,-6.303018775300333,16.035660566998544,0.281993375253154,-8.494459322835562,-3.0142852373917064,13.703423943048596
1,1.6641479505759353,0.05650098849870942,-3.6703809255506377,0.5336047494922598,-2.801658688941511,0.6448550650494107,-0.36211228231666914,-1.127527605982361,-0.1058154537967905,-6.1887199316636305,6.186403286009995,0.9551395744942239,-4.546667383001922,0.926207940801699,-2.2956844908124925,-3.211982121131535,-3.589935054520123,0.8553471145565188,-0.43457716705515154,-1.5946468572049701,-4.711521323895994,-0.8421676200463389,-2.561053660543206,-1.2993828794353257,-3.2495358546896296,-8.100613156874154,-3.9020178969232875,-0.7601979342064729,-4.74305495774005
2,-0.8572557527591029,-1.3274424418188895,-3.181176965218075,-3.508632846538572,2.8511973142588793,-3.338472981817249,-10.811983185234086,0.08631376578213865,-2.9518233075929436,-4.57266632606909,-9.968606075469259,-2.3097705582375823,-11.993618094476858,2.213228223613211,-1.8874220482997424,-5.166111458051825,-8.460851261917433,-11.882735641880874,-9.043271231005715,6.050630258903774,-2.773207976278634,6.559708749626356,17.648751580973965,10.179478465183195,5.4424954412424835,-5.747410952070878,-0.12349627597065971,-11.078250116170052,5.35939783476849
3,-1.9485829389954181,-9.843129515946119,-0.5968335240775186,-1.1013255727693247,-4.471802547932726,0.9936062676832075,6.317962189948865,-0.21056802058180873,-3.3270228711875953,0.3672698442020002,6.369086404946517,5.543996388249518,0.3890550426876969,-6.926679039048841,2.6651111779026824,-4.920038989538385,6.998513154936561,-2.4295695993926727,-1.1222023920511377,-5.1043805995112805,10.838829190807624,12.889665960335119,2.3899640586151483,7.450231180077658,-0.7776174287316059,-3.1941959605940036,0.7413073010667087,16.500633567535736,4.537790009276418
4,-2.0270746816237746,-8.695783592082153,0.2801475567332736,-1.9570468616148196,-5.2816520014012625,-1.9021564360734176,-0.2097275140956591,-2.282081673262609,-1.946888271388974,-6.8358053468430375,10.404367256436863,5.535036811006971,-11.591603513098685,-17.63665417332853,-7.63752351416645,-2.491901631188175,19.934373467393087,-8.175944432891432,-3.546717713160578,1.3353065486702944,3.6004670502614546,-12.516692234128996,5.038876474781528,-3.7509749791637113,-6.565168392928355,7.703523453182029,4.059382926487574,-6.647820129202152,-5.187421479759897
5,-2.4654594483706957,3.737175297563092,2.126989147228077,-2.4788832334371116,0.18263216091759127,-1.9570156514220605,0.6400148748882617,0.538163165958305,0.3972447667289162,0.7050981718076847,2.933894299740554,-1.584513060316226,-1.2103771544894866,-0.38630559296624184,0.14178186767663847,2.757820318345192,-3.645662969844347,4.037785762826031,0.8866434844120589,0.861065656169037,-1.9169765715782496,-0.04738414044815986,-0.16125673230355686,-0.8753535972758526,-2.5313482444502906,-1.6629164723919119,1.8803235950114798,0.403943291581771,1.2849221158883284
6,-1.361621317684834,2.3863697720189374,-1.3946349948795471,-1.4837695403863442,1.491134421423098,-0.6850320859397074,1.1530213727639298,-0.6458277742262224,-0.003985038948046304,-2.5563408052031433,4.408942505167675,-3.9905571959479302,-3.710845319677129,-2.554632987377091,1.3292561669244016,2.7936762015738115,-1.8666180184180612,1.2941502707244628,1.7297192671947044,0.4732543924506686,-3.0434180317620747,2.317258328201908,2.504955345716643,-1.2352459585631295,-0.8261451043525315,-2.526982617852304,4.097578936333735,1.1515444689970702,-1.0746711116616887
7,-2.1769133524501507,12.787408004791306,-6.990041419880991,43.24801186064968,-18.339707785660085,-29.05103310060795,0.6888956768559527,-15.550878082029154,1.136471529030892,4.719469070689081,-1.2898808953235,0.0299831095155888,0.9545378514404725,2.8343404720811636,-2.1355741374276427,-0.5585396199384899,1.0282697471347886,-0.11469282531744077,-0.3383669416554307,-0.06269079350449203,0.25361204085598765,0.7633157825381649,0.6235573279979473,0.14559870783123294,0.29761168286861167,0.5865952648877428,0.3338665454276758,-0.04349025826544277,0.4517590124790918
8,-2.6200513646164825,32.68621672215295,36.48047779454609,3.7059143298558177,-21.785554049259055,26.125878844445726,0.946914034914937,-3.765459241521044,-5.685930653383795,-4.05515084163814,-6.648839250383672,5.169229371699727,-1.1518256935986293,0.40713996253676515,1.3223392778206526,0.3106402756023656,2.833071039890961,-4.482648581139084,-0.3563603221021234,-0.4939833391117915,-1.373604510134454,1.3221200965124449,1.1020315937319847,0.1783285411320933,3.0600925498992835,-0.05601455067485153,-0.8325150808098885,1.8760631677761863,-1.2021758689966413
9,-3.0092590078228696,-0.8447187394931205,1.729550617228985,-4.6361049494231885,0.18576147334466675,-10.285788086736183,-11.001216074640062,5.249960698635157,0.6416549661291358,2.162835275395586,-16.29175013354419,13.971905627056184,-3.9951729551708253,-1.9906476627375678,15.133192796152613,-12.045739544024222,-11.313880852267296,-7.469156931044208,-1.5251782925982365,0.3334333623604201,10.527894077921044,-8.003830741312939,-3.8973828055946056,-12.946598856461554,-0.8994481247779336,0.5627549409765057,9.871939712276816,4.221709273399867,-0.49600796164014804
