,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,0.061596967966780075,0.05418878779078103,0.04720965754081257,0.04545356908679017,0.04215258790592395,0.0360553524026091,0.031767326948632074,0.029664838690836852,0.02790634579101302,0.026545043745551368,0.024934579847752523,0.024734675972824565,0.02429593132226811,0.022083896861294125,0.02120752518260812,0.02049077159155951,0.01994813560415376,0.019016447368170663,0.018823971180915423,0.01806616084255962,0.017990529412965525,0.016808608017405486,0.016506131902799096,0.01608820873413676,0.015597282996280586,0.01521412165958581,0.014880167691421116,0.014636880179166391,0.014047114654753782,0.013922262657467125,0.013728492658745546,0.013436507446219687,0.013165963667978398
