,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,22.830205025413292,28.96635878376621,34.298923913656665,38.04923094530163,41.411213539331136,44.53486066092343,47.17269815991836,49.65512239579122,51.88224688921414,53.9940441607667,55.930488543930636,57.8206210175662,59.58238274447019,61.290656766227656,62.920964273178036,64.4809485406627,66.00833285986691,67.4879210733311,68.9337062644227,70.31120768869297,71.64681332325064,72.96438567305135,74.24656514082649,75.49038352128397,76.72394868868176,77.93667353437068,79.09207140378389,80.2355931809282
