,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0.12759702408102863,0.09522614946045813,0.06629220586100963,0.06274788681403316,0.04802538072344136,0.04545144659802725,0.04389223417197185,0.036413572149990116,0.0334554575488625,0.029721187069251278,0.02752023475610812,0.02478020163257241,0.024389413659551287,0.02307944146077072,0.020677131273787237,0.018997734761508758,0.018280213606163324,0.016861631125837696,0.015515595817688637,0.01442107383917948,0.013598145710011618
