,0
0,0.30890624420541485
1,-0.2340982527134012
2,-0.656258144670508
3,0.13520243009863986
4,-0.37539197252758727
5,-0.9302009059441763
6,0.560290600521493
7,0.36466531107278394
8,-0.06492221414480694
9,-0.9249009146503748
10,-0.6447325079615218
11,0.8268375396331665
12,1.45435826962984
13,0.2925138597177564
14,1.2081147266546217
15,-0.675481503932406
16,-0.9815643792234507
17,0.4485782981506104
18,0.7993995681775476
19,0.06075042104597399
20,-0.7056408479089494
21,0.44569831427206574
22,-1.3471749868509277
23,0.4089035707974073
24,0.15089851874802132
25,-1.249831025648562
26,0.06684824612082747
27,1.181283402823126
28,1.0852201673761517
29,1.377385878776418
30,-1.1286724735979097
31,-0.45442673556805707
32,0.11321823074465293
33,-0.8844412351770481
34,0.24723852004241553
35,-0.2682985590530007
36,-0.9097780837984888
37,0.3747357590648984
38,-1.1680927622881152
39,1.7248835694651432
40,1.4491357046329967
41,0.2844584148330481
42,-0.49095243892744367
43,-0.7880773629859055
44,-1.2785398432663606
45,0.39250156586539797
46,0.5508305742808518
47,1.184763148938199
48,0.5878217270569885
49,-1.010969891309637
50,-1.3245324016414275
51,0.9347215005479547
52,-0.8951474536730851
53,0.5411529554068445
54,0.511962807964599
55,0.1583914935548388
