,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,2.6018857056565334,5.1965297037983955,7.784155212950174,10.346186375797933,12.890195213622016,15.413479927700502,17.911794549286753,20.39068694457775,22.85652566737614,25.288377413165474,27.688556136776572,30.019911124369735,32.335761697083086,34.6355062145923,36.873705164625356,39.08265093834452,41.267952996725526,43.38008453973281,45.454909378730605,47.50382019265958,49.51530217956663,51.5123155584443,53.46040697556123,55.36576645520424,57.2314628389413,59.08154873643572,60.8888423432237,62.68798827151677,64.45423487946333,66.14219608642316,67.80248920335853,69.4396851372823,71.04860590721884,72.62413863569806,74.14702394248577,75.64865210297347,77.07459690287202,78.4432146489352,79.77036215128823,81.06560073503431
