,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,0.049279205995629835,0.04332912316238163,0.035356396080376995,0.027722432071048013,0.027403868220458375,0.02636072611928244,0.02583528300346806,0.023760858166343882,0.022652356968712862,0.021584116994936276,0.020942518399298424,0.019052453741832256,0.018721730595666373,0.018143412477316295,0.018032425787239435,0.01776634490579487,0.01744642480962958,0.017091430537872362,0.016416019440689763,0.015678295169447704,0.01524267464112023,0.01485901154560518,0.014117316164218073,0.013503376705520589,0.013329521942814277,0.012926610207059052,0.012675840751822504,0.012657755647746991,0.012201551355992473,0.011847335799854499,0.011743814330611065,0.011408617709763005,0.011289440336578431,0.010954170801512926,0.010704289487362954,0.009963294494275847,0.00969427342096652,0.009506771879582087,0.009088001236683577,0.009046346117062605,0.00892246171229665,0.008510191738204487,0.008476250601065608,0.008236285041882688,0.008019694179599617,0.00783875786617793,0.007802302430517579,0.007670909814564729,0.007361575780765866,0.007193248478675014,0.006948744021665959
