,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
0,2.7152896591271665,5.376663694295495,7.897424004485153,10.362747872777316,12.792596084253033,15.170936269859347,17.518080800212072,19.798661110197447,22.03433817972956,24.240253000914294,26.318523235518548,28.363216245987633,30.39351160853875,32.32433529725341,34.16544076728009,35.978579246624655,37.714625580852804,39.42957400823842,41.12799395027326,42.769588526646416,44.345057416681435,45.88201808651779,47.409862858723116,48.88565251200293,50.34373773459616,51.75698211750359,53.114960374255524,54.46010474148828,55.78758631323573,57.09410333320879,58.355868989998086,59.58815155903834,60.765481698613975,61.92661246790983,63.04006364961724,64.14173903788193,65.19120356133554,66.22009797776653,67.2120746419584,68.18950153261004,69.13773035092163,70.07765399157277,70.98664791474172,71.88243094990963,72.76736096235963,73.63386540020875,74.46924513204269,75.29053295426856,76.0697262849971,76.83662200523041,77.59273018287362,78.3142751545209,79.03405239589307,79.73802098789854,80.4242603764652
