,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0,0.022369695208073272,0.022239401496272997,0.022204597027782005,0.02210282309739831,0.022009735409356426,0.021890826150994924,0.02183748840274094,0.02181068043678797,0.021728597194537538,0.02165807526012105,0.021580088068987778,0.0215283325564088,0.02131834152711352,0.021228348470418698,0.021088720905976625,0.02088198707078538,0.02085850296761025,0.02064583340226512,0.020506982425168956,0.020458505409033746,0.020205253058269368,0.020003085872036887,0.019710392993384642,0.01961551660087567,0.019301200906770132,0.018886688629496398,0.01881398550776509,0.018718970077609736,0.01837849359056863,0.018153533972616678,0.017848129708908013,0.01712890405950375,0.01668898791836681,0.016541411853786096,0.01639179712653606,0.01610480657705512,0.015343129747738129,0.014775402298873678,0.014369611875394052,0.013944195143401901,0.013246277058757654,0.012319018290830212
