,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
0,0.025772456070287303,0.025440099443870507,0.02237723304859802,0.021865666308142115,0.020982943799561875,0.020409533989080908,0.020076142808660595,0.019744126696824404,0.019469574623626886,0.018421069893865365,0.01788687699301997,0.01734028576238665,0.017023609873922218,0.0168203554455799,0.016470656067556638,0.01611905423388142,0.015550765560706796,0.015173937267480847,0.01497603120453147,0.014627024428489248,0.01433980084993798,0.01395585781390161,0.013710236832940884,0.013538317700904953,0.013236095005908177,0.012853839352291596,0.012804792826837483,0.012697089319826606,0.012436963223837048,0.012267615976250297,0.012112768020132843,0.012030091402953552,0.011485072029491583,0.011233526450643338,0.011033663825604646,0.010941016809091316,0.010667777497054566,0.010623605382084312,0.010348374519274093,0.010116990775903875,0.009889247819855163,0.009779304082631099,0.00962638396982855,0.009537194752109119,0.009373276618653382,0.009235775212302606,0.009007873520544144,0.008905394202447148,0.008720883703535716,0.008513566979059575,0.00839282417468211,0.008333837267956343,0.008284001283636992,0.00819478689727506,0.008020817445763965,0.007704594697354115,0.007621403658015726,0.007584419951091348,0.0073977349554084125,0.0073434413672006,0.007136557129296811,0.007113345764552976
