,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0,2.2527057008941735,4.492435927140039,6.728703316293146,8.954396210761239,11.170858878416379,13.375318409306091,15.57443954717781,17.770658998069642,19.958199046933046,22.13776183949287,24.310432059044697,26.47633372017275,28.621811337385406,30.759276411242492,32.881768223797025,34.984676140378724,37.082791111371584,39.16228305515153,41.225083258255644,43.281014960736265,45.31354262827931,47.32385638500876,49.30734557672245,51.28132117492039,53.2198710816171,55.12330057387869,57.01765714825308,58.88414682430029,60.73136951929483,62.54508163477999,64.33671671811989,66.04401604266886,67.72178288870747,69.38056702780658,71.02394060646672,72.63944185990408,74.17932764898755,75.6589788502866,77.10069713624686,78.49774810551008,79.8178838493172,81.03283626432285
