,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
0,0.024023865649430525,0.023968554499307466,0.02392155452610525,0.023765715601760017,0.02354325613742666,0.023450534120734272,0.023203668439538253,0.02289587368774293,0.022797386283131563,0.022397667205905775,0.02218463105855349,0.021699365020274766,0.021497771076860236,0.021294078045744562,0.02075346351574107,0.020580125709019292,0.020312882984535756,0.019874413861316925,0.019424072774039826,0.019219313522799358,0.019041890105912666,0.018823252347243132,0.018552543166300988,0.018252781211738418,0.01807298273900324,0.01753096681079974,0.01712094594103563,0.017075672109025563,0.01691490841247593,0.016678438340041575,0.016375356662729008,0.015919919589343832,0.015884165310279943,0.0156913633637004,0.01535862404569471,0.014965769854411934,0.014562478803285608,0.014393884433079577,0.014104426892998867,0.01364234109797442,0.012992836991618403,0.012634061116219156,0.012123964269590375
