,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
0,28.85213569039869,36.154715522556465,40.32660223395679,43.35326995418673,45.62373183689291,47.84198148460013,49.70559471589595,51.38129079373909,53.04633334309542,54.37831628638374,55.68945615573075,56.885066944533015,58.04599872666638,59.10899765163513,60.14971699861014,61.154263285444074,62.110382491915786,63.01913664237668,63.87969948308191,64.68703066971626,65.48189178553568,66.26073596392527,67.0065894571604,67.7380523282888,68.45002163143504,69.1537300378701,69.84364110759378,70.49752456347798,71.12633458229041,71.7531140598908,72.37443883393766,72.98568101434628,73.58498734238819,74.1723100173252,74.74627704739693,75.31213722115928,75.87577080683798,76.42219543111258,76.96348489503404,77.49125014067228,78.01091136386609,78.51206221368072,79.00983501282533,79.50022597256049,79.98775033119804,80.46495519884382
