,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
0,0.059092212841839346,0.04611969445559529,0.040842605112618884,0.029671628797425603,0.028010189862295174,0.023736117926996887,0.02186688854753162,0.020225970682376745,0.01962324433179567,0.017995560427200335,0.01639508309039327,0.01618628927762387,0.015500667240733575,0.015084986955207918,0.014589937540264929,0.014284817235639556,0.013793119163359912,0.01347959843174965,0.012799213455878217,0.012139827551038002,0.012065610092491113,0.011807264018310271,0.011563206819759532,0.011311434586984838,0.010932616210662258,0.010762181578298231,0.010693736615073583,0.010520364648118483,0.010186077342880006,0.010133785624589227,0.00984774345620943,0.009728521745898153,0.009332563486465736,0.009205745722647034,0.008987614018417075,0.00891306612676792,0.008753525575273778,0.008605071991560406,0.00847823867648047,0.00825511086174479,0.008125898486361638,0.007998986322108619,0.007924475237401158,0.007781469846328666,0.007765288542118014,0.00764983905798965,0.0075072847666371924,0.00733292716259992,0.0072741137938169475,0.0072198087616006665,0.00709678611086177,0.007025434711054083,0.006968645753976427,0.006882342650550184,0.006741191526516509,0.006567362293166993,0.006538718463617712,0.0064680014221899906,0.006342511801940254,0.006307390845664942,0.0062152406810894
