,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0,0.24998809625039992,0.07303083399332608,0.04190250410084626,0.031382745290247815,0.025318895725834702,0.023085439213633277,0.020308909189038583,0.015825720817987405,0.01552446734275749,0.01324308473951695,0.01291144737772796,0.012412838037016767,0.011993498134350439,0.011526967464711695,0.011056002579176246,0.010218992511218857,0.010180546206348808,0.009489566897909044,0.009330947419235692,0.008867603086558727,0.008636298125574569,0.008429551116760308,0.008231117717038666,0.007983399452171745,0.0076753283518476295,0.007593864037134867,0.007483875410568263,0.007377995907229434,0.007288135974590518,0.007108173881693089,0.006938462544075538,0.006612696343205117,0.006499308988838312,0.006445579331776266,0.00632707769968484,0.006297951776330774,0.00613841870806862,0.006009735768986632,0.005887628971040215,0.0057497781634195866,0.005744315034147326,0.005620457073901082,0.0054572578328460795,0.00532931465352609,0.005268955109883414,0.005199436519769975,0.00513987779675942,0.005077629605375295
