,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0.40929881684386993,0.09847015302922124,0.07360478192971985,0.03390305365092417,0.03199391322460738,0.026311360066301408,0.02251932588930187,0.01657777896560983,0.014521649442598494,0.013144585108565582,0.011568343193859531,0.01049923146562903,0.009633321391439426,0.009312744959233564,0.00883359457044194,0.008041210625761616,0.00719368078453814
