,0,1,2,3,4,5,6,7,8,9,10,11
0,42.81581926815822,53.29315770015859,60.93889799216852,64.98090579124455,68.19477911933626,71.05636232485662,73.34655929885622,75.25566279325953,76.80301039773231,78.30860612468666,79.67778707315159,80.91444409678513
