,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0.14371492635753774,0.12511457006431778,0.060933266962783644,0.05706954787136162,0.043484071975473944,0.038868316253930335,0.03613555262872867,0.03126942142609974,0.030291423827412907,0.028435994492890807,0.026003419495657796,0.02357276872447829,0.02278716655530951,0.021743445287029393,0.02025412165399245,0.018094188398903182,0.017303865081183145,0.01614115161157608,0.01560685769620666,0.0142594253628778,0.013466547784248868
