,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,0.1409408669475636,0.07119403643607539,0.05914065740635997,0.050257546632296805,0.04516576455297607,0.04268695870779274,0.034213993258747334,0.03314419691120289,0.02673973275266828,0.022858524733666976,0.021132142663941377,0.019821968369628372,0.018910574728534316,0.018232421021284365,0.01785119368889945,0.016837267900004782,0.016102029662612836,0.015790421587842753,0.01511696472780161,0.014337638589385422,0.013834676423699439,0.013531751814683414,0.013233919024009904,0.013039390036601789,0.012542755798682234,0.012210292667768696,0.0119448787296548,0.011838055890769644
