,input_1,block1_conv1,block1_conv2,block1_pool,block2_conv1,block2_conv2,block2_pool,block3_conv1,block3_conv2,block3_conv3,block3_pool,block4_conv1,block4_conv2,block4_conv3,block4_pool,block5_conv1,block5_conv2,block5_conv3,block5_pool
0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,4,3,2,2,4,3,1,1
1,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4,4,3,3,3,3,2,2
2,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4,3,3,3,3,3,1,1
3,,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4,4,3,4,3,3,2,2
4,,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3,3,3,3,3,3,2,2
5,,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3,4,4,4,3,2,1,1
6,,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4,2,3,3,4,3,2,2
7,,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3,3,3,4,3,3,2,2
8,,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3,3,2,3,3,3,2,2
9,,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3,3,4,4,3,2,2,2
10,,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4,3,3,3,3,3,3,3
11,,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4,4,4,4,1,2,1,1
12,,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,4,4,2,2,3,2,3,3
13,,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4,3,4,4,4,3,1,1
14,,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3,3,4,4,4,3,2,2
15,,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3,3,4,3,4,3,3,2
16,,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3,4,3,3,4,3,2,2
17,,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4,3,4,4,2,3,2,2
18,,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4,3,3,3,3,3,1,1
19,,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4,4,4,4,3,3,3,3
20,,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4,2,3,3,3,3,2,2
21,,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3,3,3,3,4,3,3,3
22,,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3,3,4,3,4,3,2,2
23,,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3,3,3,3,3,4,2,2
24,,3.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,3,3,4,4,4,3,2,2
25,,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4,4,3,3,4,4,1,2
26,,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3,3,3,3,2,3,3,3
27,,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4,4,4,4,3,3,2,2
28,,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4,3,2,3,3,3,2,2
29,,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4,3,3,3,3,2,2,2
30,,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4,3,4,4,4,3,1,1
31,,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3,3,4,4,4,3,1,2
32,,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3,4,3,3,3,2,2,2
33,,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4,3,4,4,3,3,3,3
34,,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4,4,3,3,3,3,2,2
35,,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3,4,3,3,3,3,1,1
36,,3.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3,4,1,1,4,3,2,3
37,,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3,4,3,3,3,2,4,3
38,,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4,4,3,3,2,3,1,1
39,,3.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4,4,3,3,3,1,3,3
40,,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3,3,4,4,4,3,3,3
41,,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3,4,3,3,3,3,3,3
42,,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,1,3,4,3,4,3,2,3
43,,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3,3,3,3,4,4,2,2
