,0,1,2
CFD-BF-001-N.jpg,78.80173416177229,76.12500312407406,80.67246354264873
CFD-BF-002-N.jpg,81.25711117547993,74.70976460390553,76.28520647345148
CFD-BF-003-N.jpg,96.03848109865675,91.60001138248006,93.22204930198436
CFD-BF-004-N.jpg,96.1466207219934,90.39724539265949,91.39057635561544
CFD-BF-005-N.jpg,93.58603386139991,90.06369927601547,92.7002059926792
CFD-BF-006-N.jpg,96.27231822771077,91.64329924647298,92.14380496040899
CFD-BF-007-N.jpg,77.96370375886255,73.4740143010811,74.87716250440904
CFD-BF-008-N.jpg,87.65742206436639,84.24791040484395,86.73472421418647
CFD-BF-009-N.jpg,103.10530630985693,95.95866932005299,95.93657449465626
CFD-BF-010-N.jpg,87.75450071753288,80.79821371712855,82.65107912281339
CFD-BF-011-N.jpg,91.99893994766231,84.92811587240014,85.10081542146449
CFD-BF-012-N.jpg,92.62981946371039,85.82725136863942,87.14300739567499
CFD-BF-013-N.jpg,101.66455733578424,94.50504568143158,94.43623538604196
CFD-BF-014-N.jpg,89.51362848068986,84.5720098488489,87.12501078114218
CFD-BF-015-N.jpg,91.60405035499407,85.52210563101939,87.23721591611297
CFD-BF-016-N.jpg,74.0379223635002,69.0667477639354,73.32612225139627
CFD-BF-017-N.jpg,94.0323429049886,87.09054488460629,88.24245755708948
CFD-BF-018-N.jpg,69.53658675645687,63.47239952473616,65.79479212937306
CFD-BF-019-N.jpg,102.85068191040536,96.31646918672688,97.5626301887084
CFD-BF-020-N.jpg,89.4165702129201,84.0295593629078,87.45130232219793
CFD-BF-021-N.jpg,88.22095872370564,81.38068335913881,82.68159164822832
CFD-BF-023-N.jpg,66.50882447328495,60.27549265537943,61.62451159376271
CFD-BF-024-N.jpg,94.77255735074988,87.44324340230348,87.46746562345295
CFD-BF-025-N.jpg,82.13866813055107,76.47367576068761,77.8290124248181
CFD-BF-027-N.jpg,93.55862996727228,84.4473086834258,82.43535823770324
CFD-BF-028-N.jpg,94.14542487674221,85.89722540624896,85.56639740813752
CFD-BF-029-N.jpg,87.48044495543047,78.6587242643748,77.41789945488682
CFD-BF-030-N.jpg,87.42735215048401,77.96785643271038,76.88156765547333
CFD-BF-031-N.jpg,76.07160396767514,68.8799055268874,69.61638038590246
CFD-BF-032-N.jpg,83.40469141502162,75.7381046517771,76.83554914152744
CFD-BF-033-N.jpg,89.17075549142093,80.64897901078268,79.62526994776361
CFD-BF-034-N.jpg,85.31626281111824,75.81011132941562,73.70092315865415
CFD-BF-035-N.jpg,89.84213229679331,81.59506880415945,80.2288851333516
CFD-BF-036-N.jpg,83.78527211990891,76.72016815400245,76.9460405743852
CFD-BF-037-N.jpg,97.37328268922106,89.3131013115754,87.13298257090608
CFD-BF-038-N.jpg,75.9191602945936,68.78780948020975,69.21704605434623
