,0,1,2,3,4,5,6,7,8,9,10,11,12
0,-39.68775601404652,-73.0843182855059,-65.96693998834883,-62.74584065203223,36.11722273402453,-22.234398657204814,-2.565218366210404,-39.13202993979347,12.92211863785481,5.910870828874592,-26.788335339855855,-25.198411608327408,45.399996261244304
1,-53.331672558831166,98.14292266871657,-95.0265785484499,-1.7224321751762544,14.798446970440507,-65.4329588083886,42.25949205465896,42.93295963101505,-94.79962418905873,12.542246838751694,-7.356740690919078,-54.88242214283079,64.82737549703727
2,-24.759493716301506,-87.93245647079262,55.50566681840237,45.92399233172178,-41.779026604485466,37.43567853353585,-36.134629182377374,-35.12712727292937,-24.075050532879303,-14.74853494057652,-21.137079858580353,37.46567150847307,-0.8490745749228332
3,-37.84380820287023,-65.7898984284938,-55.871012118374345,-5.05085678630265,108.361601348913,6.683283319559042,-88.40941606472067,-10.944035438693719,-47.982970939825535,29.655981681708372,-1.5327799577364216,-7.736972648801424,16.371009103601107
4,-22.960171642869053,-176.73569721491006,-23.709568735698742,-14.381370659657879,-20.36065289747858,-2.0000483798730215,30.619590695034187,7.903187564444207,-39.01921223616323,-36.07185823604781,-20.567771184754164,-18.582561984614525,-3.7706050114642595
5,-54.13554775924757,242.7761560283874,-61.935689998891206,119.90385364335242,-81.80981974761092,-46.900564385125364,34.25699199900991,86.1934863268369,-104.64914019177083,46.0916910224262,42.17232160486192,-2.5375331155478458,-86.24173098649158
6,-35.891341588798724,-32.54278467487687,-109.01236834099915,41.214719579003386,155.41438091962635,-9.56445429917993,-109.66345932340998,15.970413439356795,-44.21022131789997,58.77838541468987,24.013532686275546,6.539196312835411,-15.157153114660616
7,44.94971338301966,-29.055948921703624,465.43248359562836,191.71249204595668,218.2248131604341,-198.83437967852902,157.92375132722754,-53.43191924809157,34.406878552532355,16.03706563413757,-2.9429007935125955,1.929608177016535,-9.545294875746562
8,-41.808286705816215,28.853051642770225,274.0145669875712,-87.79747527725348,-24.08410877872382,-3.4877425574941534,-28.5240129982641,87.8308062018495,-111.44284333881632,-21.554637688049127,15.836479636809056,4.455801991393903,126.02856626256731
9,-43.625006521892054,30.43665776461099,159.34460994024656,-29.454490282820103,-32.200426726435666,25.19791206527612,-95.58275834765072,0.5157757083174913,-22.009471885028656,-17.128445055032767,15.98312351468102,6.52638753481345,47.59131086421708
