,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0.034861872918586424,0.03479368550556947,0.03439601728616725,0.03430387360940745,0.0338429001413121,0.03369061552363521,0.03348549894621908,0.03304578600951175,0.03294750626079537,0.03222155475363821,0.03217938483984905,0.03187925004907025,0.031276797087881746,0.030692642601305636,0.030264270737891195,0.0298265093609648,0.029156724607125803,0.029045383432165072,0.028792021838603566,0.02738991296964119,0.026550902589890606,0.0258644562224727,0.02444753995114477,0.024154181929065998,0.022081320752773893,0.02048793852461214,0.019508795945678684
