"","est_input_1","est_conv1_1","est_conv1_2","est_pool1","est_conv2_1","est_conv2_2","est_pool2","est_conv3_1","est_conv3_2","est_conv3_3","est_pool3","est_conv4_1","est_conv4_2","est_conv4_3","est_pool4","est_conv5_1","est_conv5_2","est_conv5_3","est_pool5","est_flatten","est_fc6_relu","est_fc7_relu"
"(Intercept)",52.0785624560589,52.4745868188454,52.6881861211171,52.3957748659498,52.6410900013645,52.6989228921061,52.5389979453431,52.8371786435867,52.9930219216477,50.7327313083358,50.0438617155569,53.0435391129443,52.3308540142777,50.3886403391637,48.9275572397688,52.7207667201483,52.3096503513401,53.8839937893939,53.5836646835156,53.5836646835156,52.7156130441619,52.6623163807765
"input_1",14.2173332294162,-41.6136652181308,11.1684917998712,3.42873789027358,10.6554881176447,-25.7151187615997,1.48252378911955,23.8874890448287,72.0897669149195,303.969144329333,176.938875657408,169.087327257239,301.473337083256,532.069894802734,315.952820148114,136.56222659322,-142.187098799834,-376.559363844414,-170.586954927013,-170.586954927013,13.0140480951243,-42.1240033590412
"input_1_comp",5.88368753308599,0.227148442611789,2.45301557102352,2.41291270672539,-0.211001312824506,1.90099224694031,2.3991782484958,0.912969913215992,-1.87222815644305,10.3190967353334,12.5117674771357,-2.71019504803877,4.08435442294941,10.0743219965642,14.6879621049874,-2.90316487505734,-0.0623690306746376,-2.18796382228334,0.0758837853810185,0.0758837853810185,-6.06167112724975,-9.97598633018479
"input_1_sq",-11.1733141817584,43.2288056006164,-8.72697389198604,-1.34247799583206,-8.41756340467118,25.7697733950643,-1.58705149759286,-22.4374849562361,-71.1525195434704,-304.338927168007,-177.432468846132,-169.603192656072,-300.664265028829,-529.811517765367,-313.196218389445,-137.512423186843,146.419972813838,381.929118638466,176.674762119272,176.674762119272,-15.4583660427498,41.5846212777458
"input_1_comp_sq",0.808840338109582,0.126917796189756,-1.87986987065501,-1.62385372757566,-0.192180418315566,-1.57407540160264,-2.13437681854338,-1.48020126575118,1.28817237252809,-11.4153945993368,-13.8861208079744,2.63434617692091,-4.4989072936762,-9.88749877494852,-14.5413254324517,1.95970151294061,0.514023134092668,4.13497671379917,2.36847788209751,2.36847788209751,5.59083063716563,8.00996196707601
"`input_1:input_1_comp`",-0.908204720034745,-0.709900796859213,-1.18083238932626,-1.60027575000384,0.296029984499917,-0.0999039179128705,-0.667828549835208,-0.859112044878,-0.964798981930608,-2.86451740613091,-3.77840308998871,-0.805870219377138,-1.08846328682783,-3.04909399765858,-4.7215822604071,0.46405836024669,-0.756699165321889,1.43396363530547,1.04725334321408,1.04725334321408,-0.135338707731906,-0.220417028564237
