rate,input_1,conv1_1,conv1_2,pool1,conv2_1,conv2_2,pool2,conv3_1,conv3_2,conv3_3,pool3,conv4_1,conv4_2,conv4_3,pool4,conv5_1,conv5_2,conv5_3,pool5,flatten,fc6_relu,fc7_relu
3.1166666667,-1.23963244020343,-0.786021246514607,0.662936025459309,-0.12705476903286,3.9399871405852,-0.737450287751655,-1.64411445124137,1.58250716544407,-0.320956058338215,-2.08308295493358,-2.24974120019253,0.525955106555921,-1.70534018686705,-0.729477213607197,-1.32280617847105,-0.425737769554742,-0.316375855338004,-0.380643054685099,-0.490115324483809,-0.490115324483809,0.0759644215988913,-0.756993916817104
3.6333333333,3.06977857930914,-1.43761364076637,-1.10170711156521,-0.547225474511434,-0.778036694037409,0.296387715095641,0.416444280989185,0.0621057973335117,-0.600361041450512,0.150263887344961,0.070904642968497,-1.27547434267162,-0.467539357150139,0.106517554798517,-0.159787908646906,0.639544986152452,0.103816928249779,1.92455841398548,1.73702610793022,1.73702610793022,-2.53133286019505,-1.28850287872025
2.8333333333,0.114435766227493,-1.17663093695885,-0.754180275667705,-0.786324844246813,0.882816700996499,-0.914811782928268,-1.03336649210675,0.113767661770246,-0.313688473607741,-0.911007336598683,-0.958121226169016,0.979306079178871,-0.00986048186207163,-1.26351206531581,-0.980338287366344,-0.152939237473511,-0.608622245111787,0.420842678446933,0.598639660330752,0.598639660330752,-0.146269962166779,-0.21168876894202
4.2833333333,-1.74527830257694,0.422533378542238,-0.443238639692948,-0.518059253171857,-1.28734622503559,-2.15436371042118,-1.49595278671916,-2.29959522819353,-1.53282970307407,-1.5842583067294,-1.29454204034271,-1.20970151698011,-1.62339198339726,-1.38559554922616,-1.24952970035176,-0.0186889023502195,-0.83907986241275,0.177883229740473,0.32262903262688,0.32262903262688,0.259913870703457,-0.554545452015797
2.8666666667,-0.900601409885223,0.193862951368444,0.256278315023441,0.288929712448655,-0.172950047922748,0.0213992379130792,0.153440923768981,-0.211464116711336,0.201685654421784,0.883325559155751,0.925807706941058,0.377338854235302,0.551644232503115,0.754432512299135,1.00454829642308,-0.151817965330353,0.66888248236563,0.238063404520643,0.452698672847083,0.452698672847083,-0.236997601768376,-0.652801943785496
3.2,-2.09019763796793,-0.332254890788935,-0.0405592732830935,-0.245449262163317,-0.677908975375735,-1.21900209448271,-0.903277061451992,-0.990251995547428,0.149083638687283,-0.711313749093298,-0.685853202178717,1.77530040623071,-0.322241425644779,0.332499339759985,0.301626692195471,0.714773880845429,-0.0101522344221707,0.344440301839546,0.389553235869535,0.389553235869535,-0.582172362032067,-0.432839950656225
2.8833333333,-1.3162246177275,1.00846344921723,0.510719543638906,0.349331140517693,0.662628752073624,-0.218854937699247,-0.212597044143452,0.0548446730075608,-0.503179113188024,0.700671452574333,0.659695151889567,-1.42845455514939,0.63185960498647,-0.0342289412476882,0.385207205883505,-0.0420903617249156,0.136858247326064,-0.824043262199667,-0.527298066000018,-0.527298066000018,0.258735003244462,-0.471372935280875
2.6666666667,-0.496723545492719,-0.210016688384219,-0.294244969225289,-0.527850062750733,0.225909606569087,-0.290106725533058,-0.343162202757732,0.317204517581799,-0.268511737736954,0.179879984639962,0.257325007956148,-0.562967154249804,0.91987415605613,-0.335266998478113,-0.0528773503481141,0.948380095042668,-0.080552107645626,-1.06359583998104,-0.783937673941972,-0.783937673941972,0.447532877811998,0.160975472406143
3.15,-1.48063964889741,1.04077207659389,0.0142806558375237,0.369573014060322,-0.675227029943474,-0.0847446616255612,0.308920199414552,-0.636139004320065,0.132451908571052,0.975300079691007,0.951170848558356,-0.294761855612004,-0.447865657728711,0.346483848353716,0.576496853907376,-0.764914291071646,-0.338266565734332,0.626179525308233,0.856924070170909,0.856924070170909,-0.803959196761757,-0.414312712180247
3.0833333333,-1.10268250316024,0.728812434267019,-0.202235484888022,-0.0306743186773735,-0.0834321994976422,-0.371721867663782,-0.0887340304926787,-0.57207678340264,-0.0981747155978992,0.474997044884311,0.473596830274123,-0.0676667748171528,0.361904514352312,0.432755167258718,0.615711009534988,0.319147008623324,0.500665599175913,0.104636953055092,0.261767061040401,0.261767061040401,-1.1467613531452,-0.0674090028492413
3.7166666667,-1.18405243689717,1.28074877945264,-0.329278541132861,-0.0719953559693889,-0.395748158568446,0.118974512660327,0.405806469234757,0.303491762330347,0.734484966049133,0.437858256574029,0.414863165828375,1.24094715755818,0.44151422365471,0.357984761231746,0.271566965237083,1.72947066958836,0.376519961547449,0.239964375007556,0.209785287538652,0.209785287538652,-1.06803434052902,-0.590374127338088
3.45,0.649497539486645,-0.621335501982336,-0.945632438470448,-0.895026211655852,0.330012073281378,-0.160448126718295,-0.34712155478002,1.02290534274011,-0.0467893576903452,0.0682544567524762,-0.214494709296358,0.0922427590721157,0.454251748430423,-0.173222830260817,-0.162978818104849,0.418238394411838,-0.0843939775959128,-0.659717235241145,-0.450032687420277,-0.450032687420277,0.21023520684877,0.270937021932921
