,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,0.12453382460639376,0.09031115541003226,0.06737557272508632,0.05664769731021086,0.05133380449300897,0.04859447539386023,0.03994883790874563,0.03715517100983485,0.03537584466578136,0.03064893334184092,0.027869179379834182,0.0255308845226517,0.02278833228368028,0.02049101202387626,0.019022383728460747,0.018656128149534237,0.017758586477884617,0.01609231028009008,0.015800936795318774,0.01466349981972765,0.013034496379122141,0.012569572749596978
