,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
0,-153.44041462286333,614.2109041119825,-327.7517124828145,-263.05770656418923,39.21704371164126,-67.05055392185584,495.1133321581552,-31.341637236392046,-338.65167193148966,-427.42073546805443,-64.02765393293993,-405.947197004323,-96.0967989237478,308.5776819387718,-512.3142661684208,25.28972948261341,-159.28028338518143,-153.59171625669885,-149.8498806252907,493.5109113403402,-140.57775871496497,-133.82325883425668,806.821132803015,-277.65968664545153,669.3852720388937,276.4813533133611,-70.29383391170627,197.23780868318568,117.55871736958733,207.4998685257486,-98.04752433389879,29.933926496649235,38.433850286478794,-71.02583788961671,78.94760502683894,73.51040621209529,126.83967145144854,-22.02760809838319,-36.170217247939775,-78.9824329427538,57.168837632134945,10.096030026608284,71.30724752895395,-29.006225744210678,49.74578987601258,-68.9492234099691,22.22995743310195,-64.07209648286386,-31.223422451652095,28.41770437350238,-17.01761496615656,8.034338242733881,-14.881501602388113
1,-48.618752824625666,-35.8389648743062,-73.5474686200014,34.078575165630234,-154.01361215323925,144.66494790367653,-155.49828510890828,395.209548515299,-146.53662712255954,-59.780448989736065,65.41665533103165,-83.36141973580534,47.852594695652485,44.567988598300325,-8.18798804100831,-143.30071852535596,32.533759976602575,-141.32507370099634,58.43104360047192,0.6420646810130095,17.757492945170558,139.18785553026117,-16.68964756271288,71.94543068885379,176.79619815124786,-234.54820205083857,-21.916778881049073,-159.65385275593925,-185.1679939061543,176.44856712634058,74.09255154276508,21.639333109661088,-359.94237915662467,95.17768851997396,123.72272075872971,31.49814628976864,123.32374364397613,-116.48736669654177,20.281200848637518,-119.76614938454355,-422.5951057941901,-8.467037440298165,-168.17313887421207,-120.25481156323184,-6.319441104785151,552.2186258700043,350.2623075329742,-381.5424456217199,-72.47690927853978,107.55609928902066,-15.383273013054227,-82.73128114572994,-61.83271511015459
2,-118.01678528465831,318.98809519188256,-456.5035703498823,-12.097609865158114,-329.0724270664885,15.942314069837842,-202.58888450980152,430.2281180584778,27.860378109562394,-14.496311573223865,357.95500640465883,49.80420534139395,70.17536722251445,-296.70131872555544,-153.880046932987,-317.07274786103267,-76.35343822067175,-169.2378349847904,451.7146388003868,-231.40168479599973,-37.38317868364886,49.8575029330836,59.34680908670989,243.26680102444953,-16.440559919087637,682.6954166183527,131.15701459984402,-44.08460831293832,-548.1800481229135,2.0173522767256973,167.7952203633007,355.1737691892536,176.48564033866123,-440.7912527466318,46.03701544999934,-57.92484733257957,76.36659015317841,-226.3280784796159,-263.2441465521837,12.82228119700636,269.30406053772623,-50.84642374640975,-86.5856683262021,-28.443012601335354,-50.19427294317579,-24.723338010430407,-31.83316656572868,77.53015754841263,81.19391237551086,-17.964552494942815,40.47379243788835,-115.67844950404975,23.416762704050413
3,-60.667572795120115,-179.80195965553293,121.79760988419979,-14.16897241465242,14.248933089592848,-1.3695365965290294,72.14659957216432,67.62301276532443,-59.757959984142374,-0.18158470237386304,-18.800943958246005,-144.71544586941033,-94.05054719217729,-111.41062132209204,216.76309226406144,-1.3028765266388818,-41.595728987851146,7.167050007910955,22.6166102948326,31.175247352004586,64.26541445612976,-18.581586251653835,-14.459629091434431,33.769568423474155,91.1309730473944,-20.166818727803946,-9.22940283774795,-112.5730243786818,-62.803003420063014,62.56874012976673,-33.51882595573064,-9.041098301108216,-74.36182909439239,81.15919492582455,104.53413047322348,92.61784237732417,-56.061552162802066,-3.6940688610964414,28.441710851518405,-83.07506956360443,-2.8213290227089516,45.92148617174563,-67.56390359617812,18.590084975981224,-52.96559570468559,-208.74402139411458,-5.801595710999542,-12.938147319962225,-8.71038456847177,-48.622331046951885,-158.19585329693183,-238.100910077125,131.1993137861274
4,-68.92022721724403,-192.06514021440435,148.5579626226874,-26.36727190315364,52.583769960851846,-15.818215679416232,61.084693912361885,-47.92683212355005,-18.873100629827317,2.793624953079413,-58.69390175123576,-99.29139542682796,-76.83053919559752,-119.34133516909117,149.65283681627952,64.8975331085062,48.10224456267043,-14.279297521431081,47.95820357022793,-30.11843606808478,36.37606538993342,25.896549548790546,23.062471206234733,-28.783668302687413,92.08433898005468,-120.13859642885545,-9.929580938347216,-66.99672493095493,-49.358678992942934,56.323468479268854,-59.357006739711366,31.758675954400246,4.508644589478178,56.40778692318699,47.875651724364666,71.67161198302709,-116.7146510554114,-27.848161389494134,34.73109516506022,-71.60371255048611,22.988488978132438,37.43617268325822,-59.13205814507707,-4.669805500365313,-109.68226709547599,-165.2202614174269,-85.50872730765474,42.109375815385725,-3.313713352345801,-174.48529776495687,-120.28162493174781,-61.186277072362984,-32.41551855092918
5,-69.20913637633386,-82.85161181484894,-48.035133755579224,61.06318520695969,-79.41979702098239,57.458205700947914,-198.8695266650731,115.21524015495174,-99.38825742179672,-69.93749638905123,-24.00901508302834,59.222098308525126,20.43173251599569,131.3594668584724,-151.62178096513665,17.08219818851181,134.32538767880666,-156.3308607826532,-57.11774934872375,-2.9337215449138343,160.5712544796084,123.55475924218331,-111.2194236019715,41.81929222945389,223.79632136077527,-360.67467159494896,-40.993893825549975,-149.7229108480903,-124.13008334103216,204.20501334189484,131.07420587101325,13.73996216331668,-250.49661829420245,-62.090799574051985,-271.09827280753683,-258.88365791948013,111.95615073359676,-43.90874504692801,-316.4815763121407,588.3298101599546,96.385381883578,219.8569293194869,548.0696168830962,-43.41334576218784,-302.87483594757623,-313.9697344242256,9.68934348348022,-36.56504257761868,-167.57026387344578,-65.32163586655771,-104.68547822154234,-4.45034337010011,-57.13462464002797
6,-323.5372858226184,3079.5956637221043,2169.4413869285463,885.8022925287197,-538.3424131725001,-7.181509469238766,-159.76224061853966,-86.73613469000023,104.29457948149984,-70.30568506758934,148.13142196060656,-4.525241807005249,-7.191126662660725,-25.30038399169234,6.625201587952372,26.052353500006216,55.75768145052802,42.201233759847156,-13.524836951598079,2.4703866711993188,-7.902124775710066,22.833613959396644,11.01024442925777,-16.41962166741635,0.936087100537172,4.5095565810273515,11.418877742732645,-18.94069069097415,-1.3798718372753767,-5.61295944862103,1.5669104227295518,4.671350707641629,-2.1726488069431444,3.442487888543171,-4.502696878337757,7.455195302887551,3.2987799783383536,-1.5706208623139881,8.01528055593552,-0.0020511618633036743,0.3313197622906614,2.7995384447661387,6.220799626952948,-1.7121006658929598,7.987371699823212,0.7987847906134675,-2.9476612536749713,-1.4699719265657445,-4.3746413538442335,3.29811524839387,-4.796188114386462,1.1393820952520093,4.755534256653462
7,-190.89142786021057,663.1505489412996,-503.63653090542306,-275.35557482601223,-221.44025352669277,-239.57420407430862,380.28736095537806,-331.89138009825757,-228.41316130058055,-71.42786364165457,19.400147511674177,531.9811228599958,57.65169959510931,-325.345566917714,-438.37842190928217,-144.57349066808337,-357.3278734676958,358.34426723081674,-525.3836865873192,-375.3951129368541,878.4872025920874,-153.72394158469072,-141.51837128866748,-94.70380114467177,134.52160438447186,-70.18344810371853,82.38788912679398,-309.0244335441679,88.08402829417756,19.378136268544104,-275.2840532330723,185.79842300133183,27.24696306564416,-177.0368350438454,131.3488368763321,-88.4269656294682,-156.5889435891102,-81.24606377955494,38.43144390908112,-25.978090773226295,-78.82074116673112,-88.23156201517564,-34.187262344463655,69.06153019699227,-68.20928742641208,56.09529860979888,-19.1267709792007,-49.954576218273964,16.146432388468874,-24.873877048263857,-22.302158612416484,23.842479257406218,-55.31906847489828
8,-61.87934466731783,-181.3458874001352,111.61551895674857,-5.792257591357246,-11.803293157945332,3.683487506771402,-34.7458303127932,41.174231602931805,-40.85221929479626,-37.78355124695575,-55.63406029872102,-73.61243424449717,-137.7237614163683,-63.23777579873316,114.53278003634377,119.30593384116942,-72.55225573913862,-81.2406245210863,25.966204232066453,34.978100503388596,157.75466881401235,10.741686031095158,-33.06039441153452,-37.33493499248046,107.03724332898089,-17.399317120053507,-70.51991787640209,33.42825769479023,-141.26867025483304,-36.49511802728295,11.171605805348104,141.97612959008416,-54.776437983401536,-84.1212804294567,97.59156618735864,-87.24080676252674,62.13800674631931,200.6672249281157,66.02067659878227,-18.524700053957115,-160.7836761985127,55.339106043329664,-25.002853112032337,-197.44943100629658,-175.1140704788624,-87.907846092929,-38.52446281047934,-9.842407175276989,389.0792820466228,-87.69429153147269,-21.112358061804482,107.36216024795237,-77.75010936107499
9,-120.88623904608191,195.87059591591895,-342.2431910497732,-22.5667720499926,-168.05273233250344,127.58332929074423,-82.13124593709826,165.25918411862023,-141.68197887318138,81.55273769900315,100.0767364318238,8.032818491331636,-136.37842253538415,-159.50163707578656,-233.641643914486,235.00530767344262,278.82441853580906,89.41944932268447,-169.64310626303129,-73.58515612447853,-43.8101519043571,246.88071322594038,183.79269508366679,-163.46188542601737,-103.50541855394067,-231.31479025008113,381.48342206628126,-71.03701677501492,320.96179341894634,-137.13858001679958,55.04599859695348,-6.131967306284031,-47.24983530138263,72.86945245080243,-313.08549663178366,54.51565619968348,399.05471501877116,329.5593625081112,30.269745110512506,10.608309681933068,493.60480849461,-317.3267666983675,-260.6024037046231,-33.242314812851845,-322.21958061058604,104.10648105189786,-143.23749890620854,-46.57764555887892,157.1341375138282,42.65868922297533,98.42916648541252,-208.43516634821094,83.19192254434999
