,0
0,0.06025624248327286
1,-0.23813861272573555
2,0.04852527463381919
3,0.07394748000638231
4,-0.0019347763499152001
5,0.07397267195781473
6,-0.3923541746243142
7,-0.13045558674109284
8,0.03955002647543687
9,-0.35051450343464835
10,-0.6645190208172103
11,0.0023059310697381174
12,-0.021530559626293497
13,0.07368638775103299
14,-0.5854266712311855
15,-0.2408980949453097
16,0.040061879730848106
17,-0.5326194816429665
18,-0.29079240555878805
19,-0.024921987231651205
20,-0.020610993371593892
21,-0.2556501165138895
22,0.08220630419838802
23,0.0459378495313043
24,-0.23218680488298615
25,0.015082696023324071
26,-0.7149309886596203
27,-0.5651883370051586
28,-0.15468994733282232
29,-0.6919365752929623
30,-0.3307388428620007
31,-0.23563952675212355
32,-0.4770842117257899
33,-0.20068103480126173
34,-0.3795773461325679
35,-0.18743824054915825
36,0.0473632053530074
37,0.04496219691669561
38,0.048443543265401
39,0.036964833560229345
40,0.045311360160970135
41,-0.05187583359423578
42,0.0021613550013757287
43,-0.16033995975675755
44,-0.3447186799810448
45,0.06311992274241712
46,-0.5795442080299928
47,-0.18936748115656785
48,-0.23178129419215948
49,-0.508578257951146
50,-0.6043623712920682
51,-0.5905942848811248
52,2.7278395414972754
53,-0.5387908166103362
54,0.06439555826912781
55,-0.5335275116179866
56,-0.6038650937353844
57,-0.28936900108881536
58,-0.6410425414987252
59,-0.6849678906076284
60,-0.19324267346524918
61,-0.22851272427858974
62,-0.5815683353912166
63,2.7245063391665907
64,-0.5594844714798165
65,-0.6459797299355214
66,-0.7200161226835264
67,-0.15417992047638082
68,-0.05392645945680092
69,-0.604085403034081
70,-0.5485919334570772
71,2.796197481030043
72,-0.5274246672565038
73,-0.24209379518576066
74,2.8000532187038414
75,-0.5439380400897578
76,-0.6651834862811086
77,2.7989116687850717
78,-0.6566321166455357
79,-0.7355521072388043
80,-0.6197984503544688
81,-0.6897037930030254
82,2.800108087447474
83,2.7268783257245115
84,-0.5998194009345708
85,-0.012102959560973703
86,-0.6300914965699945
87,-0.6071915753490954
88,2.723514150097843
89,-0.5931641010072743
90,-0.1707158302951757
91,-0.6080548890927212
92,-0.5206618929573703
93,-0.02241350746372853
94,-0.6975197950273286
95,-0.5739687554887869
96,-0.5980296590909847
97,-0.6227744974942153
98,2.724235255274639
99,-0.617417328405947
100,0.018425293997361623
101,-0.558743142191944
102,-0.04028505838654369
103,-0.5389185029830389
