,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
0,12.899256498129184,20.363025752724802,23.453621528694626,26.424782882900534,29.111911168578082,31.499341361134515,33.39986064942774,34.94262662796241,36.37413602055062,37.711251040081166,38.88573512707179,40.01131412985591,41.068593091829406,42.06688310399629,43.02452836404976,43.9753359092047,44.882753316136004,45.78070237901594,46.65654972241256,47.49338344578319,48.28756395977492,49.060707272160585,49.809167042656455,50.525933643867994,51.231511173346874,51.92588412440692,52.601599900406,53.26096366416554,53.88381890962408,54.48948114474932,55.08633845187714,55.67171889443367,56.244914225232755,56.784131885502845,57.313387307714095,57.83387299109424,58.33153644585229,58.818929070660964,59.30027355755939,59.77736902873709,60.246614894078554,60.707791262715894,61.157620216032385,61.60210688043516,62.030609784684685,62.44708793095567,62.853963008669275,63.25440802754898,63.648478039866795,64.0349568017795,64.41407903097532,64.78374976236687,65.1439751431413,65.5036066756597,65.8490117131943,66.18693756746804,66.51503007250051,66.84101352987989,67.16289129760777,67.47449944301533,67.78420024842335,68.08439340389776,68.37605649895734,68.6659662190836,68.95046898202493,69.2308854036288,69.50901520040281,69.78241266760617,70.05063440471095,70.31106836946269,70.57068854214916,70.8275875032853,71.07938458080733,71.32612454349768,71.56849516574837,71.80893917300229,72.04611138086608,72.28165660358789,72.51335683487035,72.74239304594578,72.96527531913468,73.1863470743442,73.40647936998813,73.61979095908124,73.82804369910725,74.03476533984944,74.23819735253846,74.43931917993892,74.64000605695719,74.83825114007261,75.03411973088862,75.22786227591847,75.42000462298036,75.61118676183887,75.798381304094,75.98488630129313,76.16859807200589,76.35112818148812,76.52956606051464,76.70717846534731,76.8840737676398,77.05930859433384,77.23137681628964,77.40146099239384,77.57024784906072,77.73780270077812,77.90346741372564,78.06806630833634,78.23216688003845,78.39340125412726,78.55381108799375,78.71203039345815,78.86965464480232,79.02704650136027,79.18321628856702,79.33806446965411,79.49183987220174,79.64415599060808,79.79539845399876,79.94501788394874,80.09306052057336
