,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175
0,0.05350364102734513,0.03622351266175812,0.029098722612881156,0.023939571372850958,0.018287769965320114,0.01630231867005653,0.014367203089205596,0.013149204284612158,0.012821618416308066,0.011883460363412347,0.011292248073658665,0.010987710921265628,0.010528849319189492,0.010012966996839135,0.009836934727519647,0.009469817158898147,0.009066902309641,0.009052290816167832,0.008763314439527532,0.00838265401591449,0.008072213673860858,0.0077943050012635635,0.007587938003038075,0.007421923639751202,0.007342565232678403,0.007012449041806411,0.0069829629018307,0.006708438678667878,0.006555616428826359,0.006402825617786967,0.006184438199085474,0.0059718226630204345,0.005890659785580579,0.005717112498482135,0.0056199893597698005,0.0055084898022639914,0.00542038644723741,0.0053131330001442234,0.005157100488700431,0.005088630583072651,0.005047941805826582,0.005013718097998179,0.004849629181182787,0.0047556912843450885,0.004648932031314039,0.004522421319500998,0.004488037886922881,0.004395642640831887,0.004312169036296503,0.004255904310125113,0.004177023429064849,0.004138251740400099,0.004121079591812472,0.004059678857854512,0.003968027972475323,0.0038866021637037717,0.0038549625778700317,0.003783135917545845,0.003741457846979775,0.003681645087157945,0.0036231629923036035,0.003598150703597684,0.0035477589663347312,0.003520090725041223,0.0034937151327699254,0.0034416419912853143,0.0034396969148076124,0.0033872032267152964,0.0033361898358507634,0.003305210149587203,0.0032808980054310453,0.0032245458025697243,0.003191125359590638,0.0031555454518621706,0.0031290685718221565,0.0030731826164364455,0.003054679730613326,0.0030094673994943036,0.0029664491431847595,0.0029415996911168925,0.0028924672227819627,0.0028611195241192064,0.002837047891005811,0.0028119524298359584,0.0027898375280331123,0.002780233359081476,0.002725031901989831,0.002688149923257623,0.00267365127374108,0.0026381600363300753,0.0026358981876057138,0.002612228456898537,0.0025924492877559585,0.0025635880122094473,0.002554330866862563,0.0025357139529824223,0.002524145496349529,0.0025083552180682448,0.0024641677394753514,0.0024582150034996556,0.0024461134496949477,0.002414391206189237,0.002385735198247485,0.002373268452201318,0.002359986176728264,0.0023310454442970075,0.0023044475274245826,0.002304022518073305,0.002289217958914131,0.00227345305464171,0.002254918467491266,0.0022238249694317095,0.0022130392810442464,0.002200329209837675,0.0021939111126751017,0.00214506803524187,0.002143740282392395,0.002119649249490281,0.00210902651115828,0.0020957662929014117,0.002084878399269585,0.0020738628167864606,0.002058527230619632,0.0020344247650263144,0.002016814422058357,0.002005062291178998,0.001987668060970883,0.0019708811644176573,0.0019463415901932153,0.0019428476383038771,0.0019308239046406661,0.0019116911266597366,0.0018909482457557727,0.0018827709834824651,0.0018699097237742735,0.0018579823727928066,0.0018409241781431505,0.0018336209187403358,0.00180983638784217,0.0017943068335970608,0.0017880533661450446,0.0017870170140285042,0.0017647137997761943,0.0017554935890342661,0.001752574225122765,0.0017337833565429985,0.001727585424537956,0.0017037633533082191,0.0016985033464661308,0.0016866247586165672,0.0016802785964637912,0.00167491368801977,0.00166468411015109,0.0016517776877593407,0.001646838116688989,0.0016417683819510702,0.0016363171193290228,0.0016256238858984079,0.0016164753775448923,0.001602183626512308,0.0015941789484418157,0.001589467594433076,0.0015794673795738905,0.0015636969336484707,0.001555692333011402,0.0015384794251381113,0.0015336860063852678,0.001532530785301834,0.0015242235859529625,0.0015105560965123473,0.0015046641986183778,0.001490242640880858,0.001488609890903232,0.0014693753855768998,0.0014681709032765074,0.001454453969867166
