,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177
0,3.6548197752552865,6.561291227442859,8.985848565098644,10.882661623662942,12.624720061892733,14.227793974994857,15.693587005322973,17.125650488130432,18.42062632041302,19.68362393037356,20.871369523616583,21.92523138490905,22.95978245761616,23.96238747139481,24.95130139584823,25.91864311976037,26.858320782704126,27.784257396794075,28.6319169767963,29.460912401192385,30.273683718229723,31.056330581538898,31.829202032863158,32.58806290283506,33.338209361916036,34.08219956571466,34.78846016151448,35.48696150623203,36.16052178705373,36.825377836099484,37.47081789451338,38.09757396192832,38.71169395576624,39.31508884050286,39.90555071335416,40.482820380538705,41.038526597826255,41.585384986552114,42.12086237855437,42.651349713570816,43.16612482014807,43.679322939958475,44.18261347087123,44.67277802671977,45.15890609512066,45.636747409568684,46.1101758673551,46.576786827084206,47.03550662458413,47.48853969543916,47.936571836947465,48.37216210920142,48.80003812129708,49.2256363065032,49.64637923849297,50.06467639165114,50.47070797445489,50.871858670676836,51.27154778488099,51.661333644058274,52.047116470072694,52.425680904573454,52.80100341802198,53.17246263111968,53.542214793725115,53.90815753471608,54.26722560179896,54.6238486217527,54.97902132782912,55.33001953939545,55.6772286627205,56.01949465212367,56.361284187816764,56.699333605136815,57.03245831476419,57.362144555781114,57.68916205800164,58.01134499650252,58.331581430022304,58.64768291284753,58.96060473265086,59.27289558153234,59.584825674760246,59.89016345844889,60.192460547999346,60.49217792779059,60.788090116938356,61.083147594840945,61.37595163764076,61.666654682928765,61.955135442773425,62.239046795780915,62.51841122316664,62.796793217827606,63.07235486264622,63.34592097267048,63.61738584006201,63.88532336746239,64.14910129277978,64.41033373931951,64.67145870588996,64.93164965172656,65.19013001231818,65.44670759159101,65.70020148122447,65.95350568775144,66.2044061092226,66.45306613888057,66.69954916303318,66.94481375746903,67.18735312132893,67.42879123733758,67.66902779706021,67.90606355087007,68.1423716305103,68.37573159152525,68.6077681865336,68.83776089878543,69.06599838739015,69.29257023144915,69.5172352536884,69.74079725122787,69.9620729874515,70.18251704177547,70.40206578280683,70.62041614890268,70.83651371150033,71.05136329507144,71.26392226231629,71.47383065084098,71.68229137493896,71.888294774352,72.09309407859433,72.29659549901952,72.49888080679415,72.69899353349393,72.89767238255573,73.09492627054229,73.29148841767412,73.48651026528177,73.680561233542,73.87192515170088,74.06244888037541,74.25141891435057,74.43963762261203,74.62622096045666,74.81106978049966,74.99365065217219,75.1756984891196,75.35716385029917,75.53667394810259,75.71504088820001,75.8928962464258,76.07046427239734,76.24668873609244,76.42222431605242,76.59568155986774,76.76795417779965,76.9388955860969,77.10956846147815,77.27975109112258,77.4496119808991,77.61744515520769,77.78343703477587,77.94860757289557,78.11368304728302,78.2778122521542,78.44041378795998,78.60223160012802,78.76329650703295,78.92299324290967,79.08180548657826,79.23981877443165,79.3976431939607,79.55474462329371,79.71121965677817,79.86557691545751,80.01902647295564
