,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143
0,0.10125786483012941,0.07705142263040485,0.029049703263907677,0.024604546548752347,0.020021556985308605,0.017421586476209092,0.016779400931698857,0.013736298490719338,0.013105375199615526,0.011771793284741306,0.011468696837424339,0.010968793933420515,0.010342334882544366,0.009941432117957713,0.009398147223807685,0.008924761305920311,0.008566091454303598,0.008204864857018684,0.008096095195197486,0.007731840075559504,0.007581204940617181,0.007481987817392122,0.007231718063763236,0.007133266221967905,0.006959049232095628,0.006923449825462147,0.0067121461525293585,0.0065428089058910555,0.0063072955546705145,0.006255850036208556,0.005991330274655107,0.005841812645120058,0.005676397367906184,0.005489653050367477,0.005406593104176965,0.005322574861280635,0.005154680339962126,0.00513590282609122,0.005069934886934355,0.004945625469036664,0.004917444064338856,0.004760525855052968,0.004696583023673552,0.0045690030298223905,0.004470642945966686,0.004424162862800734,0.0042905697546512115,0.004187944893403159,0.004120346791801407,0.0040574278607853195,0.003992811535447433,0.003942154870695141,0.003850229949779651,0.0037635691743073637,0.003688845006448007,0.0036855553270913567,0.0036558542538628423,0.003536468585912464,0.0034885790875583984,0.0034591914580684646,0.003376358116048812,0.003319101930402101,0.0032870991026514476,0.0032420248454120273,0.0031839728958756035,0.0031006965472521507,0.0030453127328981446,0.0030175840383102623,0.002994306514034461,0.0029334399813343275,0.002876102063985355,0.002830328337684845,0.002809496575030195,0.0027484059913563444,0.0027376076423295892,0.00269526133775007,0.0026751954507633863,0.0026069055793577086,0.002568083539100592,0.0025458915591680172,0.0025242753506473526,0.0024946957467067007,0.0024878688992113966,0.0024227592959148686,0.0023767322227044524,0.002345582910854685,0.002321791531580943,0.002301355366227342,0.0022951083147963918,0.0022447682017992148,0.0022313111340732175,0.0022158042404249994,0.0021764959495060624,0.0021645908334865164,0.0021371329652864375,0.0021160053534383006,0.0020981322456572046,0.00208700006124133,0.0020741898805565397,0.0020332673997014794,0.0020183690361945486,0.002006730577049688,0.0019781113326821807,0.0019711467013076704,0.0019299490092018051,0.0019239937990771822,0.0019111108446696883,0.0018805579025820407,0.0018780119610789553,0.0018738594803769746,0.0018352047184117613,0.001818052632978035,0.0018118692006192279,0.0017996522704627357,0.0017925525070588513,0.0017709542863763624,0.0017545582941126743,0.0017466361115503703,0.0017231100468317394,0.0017157278245053594,0.0017100180115117072,0.001703831355556259,0.0016705356374911722,0.0016524991040260822,0.0016422125990117995,0.0016297075586653163,0.0016186435928064592,0.001615020864862933,0.0016011580924709526,0.0015720698774346034,0.001561785158061408,0.0015502663834080074,0.0015360398074278582,0.0015324361439134598,0.0015226997697604509,0.001518575972719596,0.0015091925279726273,0.0014934679119783625,0.0014822080536694838,0.0014673991667291046,0.0014447691427506223,0.0014305669107805598,0.0014230434306334008,0.0014126682963968569
