,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141
0,8.703474208706753,15.535537911864344,18.742213712017445,21.249105618798993,23.218627074156075,25.049301894415944,26.63166298731774,28.175845298523942,29.618230840033426,30.95717705954905,32.28755857606726,33.426292083190596,34.55039533594784,35.61462158552469,36.61523100698999,37.608275603390894,38.55293478251031,39.45669795329726,40.33550150327702,41.189362927115184,41.98319236658518,42.77439125222362,43.537144245323326,44.27169252785899,45.00478493150287,45.70707708056602,46.40007008802528,47.08179577678315,47.73977335372669,48.38763534573781,49.005406919349106,49.60812427870149,50.19271769158191,50.76416642997052,51.31203284265268,51.844601078252836,52.366379905755764,52.87416801830132,53.37630453529834,53.878032518934184,54.365679141562055,54.834217908688274,55.30013288301772,55.758739436492235,56.21139952095183,56.66100852329598,57.10894830808353,57.53956710525387,57.96765179673121,58.38501517872503,58.79337215674384,59.19997997084998,59.60025905002201,59.99793128146379,60.39115110411883,60.773251838264486,61.14627411019905,61.516857459842136,61.881668239189516,62.24046132392967,62.59467176051701,62.93779232015986,63.280146563628456,63.61417177633,63.939956119874076,64.2609444299368,64.58067431580797,64.89077891439479,65.1970428793899,65.50130259054505,65.8003791909271,66.09146180841697,66.37828685450522,66.663425941795,66.94683173524959,67.22592282544063,67.50017852746687,67.77006176538598,68.03614900922207,68.29752258515562,68.55324474615742,68.80629327800727,69.05613302235726,69.30227753828389,69.54283557470269,69.78143574960278,70.0194715189803,70.25279125417748,70.48320243379973,70.71182067583177,70.93824529584761,71.16298073276589,71.38493197996321,71.60503491905746,71.82241232629998,72.03787751933486,72.25285029836105,72.46283040122843,72.67092225822013,72.8774280507171,73.0827659170927,73.28390811368752,73.4847522912236,73.68143150681125,73.87741189742934,74.07240720203839,74.26452605742173,74.45500446916826,74.6438942306381,74.83062477520528,75.01582026450482,75.19988320610264,75.38273170585464,75.56277239380448,75.74177946766169,75.92005941790384,76.09641361112344,76.26933125747826,76.44102445045067,76.61034335379946,76.77902363469116,76.94637925855065,77.11296946373365,77.27794688142035,77.44133287561799,77.6034004884934,77.76462207010681,77.92453967529424,78.08324734330037,78.2407537547381,78.39661547445851,78.55215976779957,78.7067971116995,78.8589462444398,79.0094242435611,79.15928316542231,79.30800069842712,79.455864821713,79.60167967156941,79.74707752363518,79.89116025955367,80.03372498497018
