,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
0,0.057600414023076627,0.04751068118820572,0.03146901909715841,0.028457540067515972,0.02551963324038715,0.02423523764217258,0.019303434108720565,0.017334241348914394,0.01682311566201495,0.016395560691799406,0.014190123177311513,0.013532853036712431,0.012967271435671498,0.012288248333172954,0.011941960943796051,0.011221406343405528,0.01077058447945044,0.01068977397442322,0.010526902249127616,0.01004923909305887,0.009768468262373615,0.00969311331772603,0.009259217041470627,0.009086817915508078,0.00897784006476165,0.008767206487016267,0.008687190314315276,0.00843133029199143,0.00818360019225478,0.008114949431911912,0.007845679041180961,0.007703254358315363,0.007376598652716255,0.0073280736619359705,0.007172987184912272,0.006999720190406959,0.006815124630289362,0.006764300843113768,0.006562106046408372,0.0064780613493318345,0.006276160454480107,0.006233118464413267,0.006163515434077622,0.006040114394507383,0.00593611596792713,0.005713716576667112,0.005654545631606389,0.005584483296678039,0.005500468978282801,0.005402745600720445,0.005374688799078887,0.005326911074305384,0.005222222766943443,0.005138374506944904,0.0050774614193864155,0.005011668409600082,0.005001594016127904,0.004941786214153266,0.0048833290887113365,0.004793653298685868,0.004709951357714469,0.004692173420021326,0.0046713675587562505,0.004570481627054183,0.0045201728618752485,0.004469632319739848,0.00441062769631657,0.00438525098933691,0.0043731505610841645,0.004343223907981302,0.0042776065335960525,0.004214528360430959,0.004149575685034388,0.004133142025718362,0.004079992696428203,0.004054749942297101,0.003986892769929106,0.0039323054275029485,0.003910519859814626,0.0038862669798127468,0.0038463956794152036,0.0038254463476076906,0.003740620118390981,0.0036993791851503816,0.0036347409079098033,0.0035824291962965947,0.0035440856795973643,0.0035328053057918176,0.003514219074835093,0.003481245549826952,0.0034625886247900283,0.003401269517498161
